question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx
Whom is Roy Kaiser replacing as Nevada Ballet Theatre's artistic director?,He is replacing James Canfield.,fact,chunk_0,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,0
How many new ballets and world premieres did Pennsylvania Ballet add under Kaiser's leadership?,Pennsylvania Ballet added 90 new ballets and 35 world premieres under his leadership.,fact,chunk_0,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,0
What event will Kaiser immediately work on with Nevada Ballet Theatre upon his arrival?,"He will work on the company's 10th Anniversary Celebration of A Choreographer's Showcase, a collaboration with Cirque du Soleil opening that weekend.",fact,chunk_1,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,1
Which works will be featured in the November Classic Americana program that references Kaiser's Balanchine roots?,"The program will feature Balanchine's Serenade and Western Symphony, as well as Paul Taylor's Company B.",fact,chunk_1,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,1
Why have New York City Ballet dancers felt Peter Martins' absence most during dress rehearsals?,"Because Martins routinely supervised final rehearsals before performances and often shared Balanchine-derived insights at those rehearsals, his absence is especially noticeable then.",reason,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
What uncertainties did NYCB dancers face after Peter Martins' retirement?,"Dancers were uncertain about who would become the new director, who would oversee Balanchine ballets and casting, whether they would have input, and whether a new director would cause major upheaval or job losses.",reason,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
How will Kaiser's Balanchine background be reflected in NBT's programming?,NBT will reference his Balanchine roots by including Balanchine works such as Serenade and Western Symphony in the Classic Americana program.,application,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
How did Kaiser's career progression at Pennsylvania Ballet compare to his new position at Nevada Ballet Theatre?,"At Pennsylvania Ballet he progressed from principal dancer to ballet master and became artistic director in 1995, whereas at Nevada Ballet Theatre he is stepping in as the company's fourth artistic director to lead the Las Vegas-based company.",comparison,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
Who wrote the original Nutcracker and Mouse King story and when was it written?,"E. T. A. Hoffmann wrote the original ""Nutcracker and Mouse King"" in 1816.",fact,chunk_0,cc_news_7_Nutcracker Secrets and Surpris,cc_news,0
How did Alexandre Dumas alter Hoffmann's Nutcracker when he adapted it?,"About 30 years later Dumas lightened the tale, softened character descriptions, and changed the protagonist's name from Marie Stahlbaum to Clara Silberhaus.",comparison,chunk_0,cc_news_7_Nutcracker Secrets and Surpris,cc_news,0
"What symbolic meaning is attached to the name ""Marie Stahlbaum"" in Hoffmann's original tale?","""Stahlbaum"" means ""steel tree,"" symbolizing the repressive family environment that helped drive Marie's imagination.",reason,chunk_0,cc_news_7_Nutcracker Secrets and Surpris,cc_news,0
"Who brought The Nutcracker to the Mariinsky Theatre in 1892, and who completed the choreography when the lead choreographer fell ill?",Choreographer Marius Petipa and composer Pyotr Ilyich Tchaikovsky staged it in 1892; Petipa fell ill and his assistant Lev Ivanov completed the choreography.,fact,chunk_1,cc_news_7_Nutcracker Secrets and Surpris,cc_news,1
How did critics respond to The Nutcracker's 1892 premiere at the Mariinsky Theatre?,"Critics called the work uneven, lamented the lack of a principal ballerina in the first act, and felt the story was too light compared with historical ballets.",fact,chunk_1,cc_news_7_Nutcracker Secrets and Surpris,cc_news,1
Why did The Nutcracker survive in spite of its poor initial reception in Russia?,The ballet endured largely because Pyotr Ilyich Tchaikovsky's score proved successful and sustained interest in the work.,reason,chunk_1,cc_news_7_Nutcracker Secrets and Surpris,cc_news,1
When and where did The Nutcracker first receive major exposure outside of Russia?,The Nutcracker's first major exposure outside Russia occurred in London in 1934.,fact,chunk_2,cc_news_7_Nutcracker Secrets and Surpris,cc_news,2
How were Petipa's original notations used to stage The Nutcracker at the Vic-Wells Ballet?,Former Mariinsky ballet master Nikolas Sergeyev worked from Petipa's original notation—which was incomplete and difficult to read—and persisted in staging the ballets for the Vic-Wells Ballet.,application,chunk_2,cc_news_7_Nutcracker Secrets and Surpris,cc_news,2
How did The Nutcracker reach American audiences and what was the first full-length U.S. production?,"The Ballet Russe de Monte Carlo brought an abridged Nutcracker to the U.S. in 1940, and Willam Christensen choreographed the first full-length U.S. Nutcracker in 1944.",fact,chunk_2,cc_news_7_Nutcracker Secrets and Surpris,cc_news,2
"Which company did Christensen later found, and how is it connected to The Nutcracker?","Christensen later founded Ballet West, which continues to perform his version of The Nutcracker each year.",fact,chunk_3,cc_news_7_Nutcracker Secrets and Surpris,cc_news,3
Why do some historians credit George Balanchine with linking The Nutcracker to the Christmas season?,"Balanchine staged the ballet for New York City Ballet and, after presenting it in February 1954, moved it to December the following year, making it a fixture of the Christmas season and company repertories.",reason,chunk_3,cc_news_7_Nutcracker Secrets and Surpris,cc_news,3
How did the growth of regional ballet companies affect The Nutcracker's presence in the United States?,"As regional ballet companies sprouted around the country, The Nutcracker became a staple of their seasons, cementing its widespread popularity.",comparison,chunk_3,cc_news_7_Nutcracker Secrets and Surpris,cc_news,3
Where is Christopher Wheeldon's Nutcracker for the Joffrey Ballet set?,Wheeldon's Nutcracker for the Joffrey Ballet is set at Chicago's 1893 World's Fair.,fact,chunk_4,cc_news_7_Nutcracker Secrets and Surpris,cc_news,4
How many tickets did San Francisco Ballet and Boston Ballet sell last year for their holiday Nutcracker productions?,"San Francisco Ballet sold 87,926 tickets and Boston Ballet sold 92,907 tickets to the holiday ballet last year.",fact,chunk_4,cc_news_7_Nutcracker Secrets and Surpris,cc_news,4
Why do many companies infuse their Nutcracker productions with regional heritage?,Companies infuse regional heritage into The Nutcracker to attract audiences and keep the ballet connected to mainstream culture and local interest.,reason,chunk_4,cc_news_7_Nutcracker Secrets and Surpris,cc_news,4
Who choreographed the Candy Cane variation (Trepak) and what is notable about that choreographer?,"The Candy Cane variation was choreographed by Alexandre Shiryaev, the original 1892 dancer who created the step and notated choreography in drawings.",fact,chunk_5,cc_news_7_Nutcracker Secrets and Surpris,cc_news,5
"What instrument produces the ethereal twinkling sound in the Sugar Plum Fairy's solo, and where did Tchaikovsky first encounter it?","The celesta produces the twinkling sound in the Sugar Plum Fairy's solo, and Tchaikovsky heard this rare instrument in France.",fact,chunk_5,cc_news_7_Nutcracker Secrets and Surpris,cc_news,5
"How did Alexandre Shiryaev document choreography, and how was this method significant?","Shiryaev notated his choreography in sequential hand-drawn drawings that could be projected to show the dance in movement, an approach likened to early hand-drawn animation.",application,chunk_5,cc_news_7_Nutcracker Secrets and Surpris,cc_news,5
What budget was Balanchine given for his 1954 premiere and how much did he spend on the Christmas tree?,"He was given a $40,000 budget and spent $25,000 on the Christmas tree.",fact,chunk_6,cc_news_7_Nutcracker Secrets and Surpris,cc_news,6
How much does New York City Ballet's tree weigh and how tall can it reach?,The tree weighs one ton and can reach a full height of 41 feet.,fact,chunk_6,cc_news_7_Nutcracker Secrets and Surpris,cc_news,6
Why did Balanchine respond '[The ballet] is the tree' when asked if he could do without the tree?,He meant the Christmas tree was central to the work—essentially equating the ballet itself with the tree.,reason,chunk_6,cc_news_7_Nutcracker Secrets and Surpris,cc_news,6
"According to choreographic notations, how was the Cavalier's variation originally danced?","It was originally danced by a retinue of eight female fairies representing things like fruit, flowers, and dreams.",fact,chunk_7,cc_news_7_Nutcracker Secrets and Surpris,cc_news,7
"In Balanchine's grand pas de deux, what move does the lead ballerina perform while being pulled by the prince?","She holds an arabesque while gliding across the stage on pointe, pulled by her prince.",fact,chunk_7,cc_news_7_Nutcracker Secrets and Surpris,cc_news,7
From whose choreography did Balanchine take the slide used in his grand pas de deux?,Balanchine took the slide from Ivanov's original choreography.,fact,chunk_7,cc_news_7_Nutcracker Secrets and Surpris,cc_news,7
What was the Sugar Plum Fairy's prince's original name and what did that name likely refer to?,"His original name was ""Prince Coqueluche,"" meaning ""whooping cough"" in French, and it likely referred to a lozenge candy.",fact,chunk_0,cc_news_8_Inside the Beijing Dance Acade,cc_news,0
How many dance studios are at the Beijing Dance Academy and how do students work during class?,"There are 60 spacious dance studios, and students work alone while teachers call out corrections from the front of the room.",fact,chunk_0,cc_news_8_Inside the Beijing Dance Acade,cc_news,0
Why is Pei Yu Meng described as an example of a new kind of Chinese ballet student?,"Because she combines a strong classical foundation and clean balletic lines with slithery coordination and laser-sharp focus, producing a polished dance quality.",reason,chunk_0,cc_news_8_Inside the Beijing Dance Acade,cc_news,0
When and by whom was the Beijing Dance Academy (BDA) founded?,BDA was founded in 1954 by the country's communist government.,fact,chunk_1,cc_news_8_Inside the Beijing Dance Acade,cc_news,1
Approximately how many students and full-time teachers does BDA have?,"BDA has close to 3,000 students and about 275 full-time teachers.",fact,chunk_1,cc_news_8_Inside the Beijing Dance Acade,cc_news,1
What are the four departments at BDA and what types of degrees does the school offer?,"The four departments are ballet, classical Chinese dance, social dance and musical theater, and the school offers degrees in performance, choreography and more.",fact,chunk_1,cc_news_8_Inside the Beijing Dance Acade,cc_news,1
How is the ballet program structured in terms of divisions and program length?,The ballet program has a lower division lasting seven years and a four-year professional bachelor program for the professional division.,fact,chunk_2,cc_news_8_Inside the Beijing Dance Acade,cc_news,2
What does the BDA professional ballet audition process involve for applicants aged 16 to 18?,"Hundreds of 16- to 18-year-olds audition over two days in Beijing, presenting classical and contemporary variations and improvisation, and taking an academic exam.",fact,chunk_2,cc_news_8_Inside the Beijing Dance Acade,cc_news,2
Why does BDA rarely host international students despite admitting foreign applicants?,"Because the academic entrance exam measures Chinese language proficiency and most classes are taught in Chinese, making it difficult for many international students.",reason,chunk_2,cc_news_8_Inside the Beijing Dance Acade,cc_news,2
How has BDA's ballet training evolved in terms of stylistic emphasis since 2011?,"While long known for a pristine Russian-style approach, since 2011 BDA has worked to broaden students' knowledge of Chinese dance traditions and works by Western contemporary ballet choreographers.",comparison,chunk_3,cc_news_8_Inside the Beijing Dance Acade,cc_news,3
How are elements of classical Chinese dance applied to complement ballet technique at BDA?,"Classical Chinese dance emphasizes circular upper-body movements—for example, students circle their heads in a reverse renversé during an attitude promenade—to create a coordination that complements ballet technique.",application,chunk_3,cc_news_8_Inside the Beijing Dance Acade,cc_news,3
How does the daily schedule at BDA reflect its training methods and what are typical start and end times?,"Students start with an early 8 am technique class taught in the strict Vaganova method emphasizing precise positions, and rehearsals and classes can continue and end as late as 9 pm.",application,chunk_3,cc_news_8_Inside the Beijing Dance Acade,cc_news,3
Where do BDA students live while studying and how do they view that place?,Students live on campus in dormitories and consider BDA their home until graduation.,fact,chunk_4,cc_news_8_Inside the Beijing Dance Acade,cc_news,4
What is meant by 'Stage Time Performance' at BDA and why is it important?,"Stage Time Performance refers to annual productions featuring classical, contemporary and student choreography, and it is the most important aspect of students' professional development.",fact,chunk_4,cc_news_8_Inside the Beijing Dance Acade,cc_news,4
Why are BDA performances a primary opportunity for students to be discovered?,"Because dancers rarely audition internationally, directors from nearby Chinese companies attend BDA performances to scout new talent.",reason,chunk_4,cc_news_8_Inside the Beijing Dance Acade,cc_news,4
"How is rehearsal conducted for La Bayadère, Act II, at BDA?","Rehearsals have no understudies, four coaches point out any imperfections, and every line, head, arm and foot placement is made precise.",fact,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
How do students use multiple run-throughs to build stamina and improve difficult sections?,They run the piece twice for stamina and between run-throughs fastidiously practice difficult sections until satisfied with the results.,application,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
"Which contemporary choreographers' works have BDA students performed, and who taught Over Glow to Pei Yu?","Students have performed works by Paul Taylor, Jorma Elo and Christopher Wheeldon; Pei Yu learned Over Glow from Jorma Elo himself.",fact,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
Why did introducing Western choreographers' works at BDA broaden Chinese dancers' overall abilities?,"Because students initially struggled to move freely or adapt to new movement, but learning these styles over time opened their eyes to new possibilities and improved coordination.",reason,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
At what ages do BDA students typically enter professional life compared with Western students?,"BDA students enter professional life somewhat older than in the West, with graduates typically ranging from 20 to 22 years old.",fact,chunk_6,cc_news_8_Inside the Beijing Dance Acade,cc_news,6
How does BDA's emphasis on performances differ from focusing on competition preparation?,"Performances encourage and develop the entire student body, whereas preparing competitors requires concentrated, individual attention on select students.",comparison,chunk_6,cc_news_8_Inside the Beijing Dance Acade,cc_news,6
What career paths do BDA graduates typically follow and which American companies employ notable alumni?,"Most promising graduates get company contracts while others take teaching or dance-related posts; a small percentage work abroad, with alumni at American companies including San Francisco Ballet (Wei Wang, Wanting Zhao) and ABT (Zhiyao Zhang, Xuelan Lu).",fact,chunk_6,cc_news_8_Inside the Beijing Dance Acade,cc_news,6
Who has been a guest teacher at BDA since 2002 and was awarded a professorship in 2012?,Former Royal Danish Ballet artistic director Frank Andersen has been a guest teacher at BDA since 2002 and was awarded a professorship in 2012.,fact,chunk_7,cc_news_8_Inside the Beijing Dance Acade,cc_news,7
Which Bournonville ballets have BDA students performed in?,"BDA students have performed in Napoli's Act III, La Ventana and Conservatory, and some danced in the National Ballet of China's 2015 production of La Sylphide.",fact,chunk_7,cc_news_8_Inside the Beijing Dance Acade,cc_news,7
Why does Frank Andersen stress making mime believable for young dancers?,"Andersen stresses making mime believable because young dancers often have the urge to overact, and authenticity is most important.",reason,chunk_7,cc_news_8_Inside the Beijing Dance Acade,cc_news,7
How is Bournonville technique taught at BDA when schedule allows?,"When time allows there are Bournonville technique classes, but Andersen mainly teaches through repertoire and Danish mime.",application,chunk_8,cc_news_8_Inside the Beijing Dance Acade,cc_news,8
What does the speaker do when he can't describe what he wants with words?,"He shows them, using gestures such as holding his hands toward his chest to indicate ""I.""",fact,chunk_8,cc_news_8_Inside the Beijing Dance Acade,cc_news,8
How does the speaker compare showing to telling in the context of Bournonville's work?,He says showing can be more effective than telling because Bournonville's work is so honest.,comparison,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
What nickname do Isabella Boylston and James Whiteside use for each other?,"They call each other the ""Cindies.""",fact,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
"While on tour at the Kennedy Center, which foods did Boylston and Whiteside say they love?","They discussed their mutual love of food, particularly pasta and Japanese curry.",fact,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
What creative project did Boylston say she dreams of choreographing on Whiteside?,Boylston said she dreams of choreographing an avant-garde ballet on Whiteside set to a Carly Rae Jepsen song.,application,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
