question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx
Why did the dancers of Pennsylvania Ballet and Boston Ballet take a break from their usual rehearsals?,They took a break to perform Super Bowl-themed choreography and cheer on their respective teams.,reason,chunk_0,cc_news_2_Watch Pennsylvania Ballet & Bo,cc_news,0
What's the difference in the number of Super Bowl wins between the Boston Ballet's team and the Pennsylvania Ballet's team?,"The Boston Ballet's team has five Super Bowl wins, while the text does not mention any wins for the Pennsylvania Ballet's team.",comparison,chunk_0,cc_news_2_Watch Pennsylvania Ballet & Bo,cc_news,0
What types of heels are offered in the new collection of dance shoes?,"The collection offers shoes with either 2.5"" or 3"" heels.",fact,chunk_0,cc_news_3_dance shoes,cc_news,0
Why are top industry professionals favoring the new dance shoes from Só Dança?,"They appreciate the shoes for their versatility and support, which provide confidence and stability during performances.",reason,chunk_0,cc_news_3_dance shoes,cc_news,0
What year did Rebecca Krohn join the New York City Ballet?,Rebecca Krohn joined the New York City Ballet as an apprentice in the fall of 1998.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
Why is Rebecca Krohn recognized in the ballet community?,Rebecca Krohn is best known for her flawless execution of classic Balanchine leotard ballets and has a vast repertoire including works by Jerome Robbins and Justin Peck.,reason,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
What is the difference between Rebecca Krohn's roles as a dancer and as a ballet master?,"As a dancer, Rebecca Krohn performed principal roles in ballets, while as a ballet master, she will focus on teaching and guiding dancers in the studio.",comparison,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
What age did the dancer move to New York to train at the School of American Ballet?,The dancer moved to New York at the age of 14.,fact,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
Why is Balanchine's Stravinsky Violin Concerto a favorite ballet for the dancer?,"Stravinsky Violin Concerto has always been a favorite for the dancer, and they plan to perform it for their final show.",reason,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
What's the difference between Balanchine's black and white ballets and Robbins' ballets according to the dancer?,"The dancer has a special affinity for Balanchine's black and white ballets, while they find Robbins' ballets to be fulfilling, indicating different emotional connections to each.",comparison,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
What special feeling does the author experience while performing onstage with friends?,"The author feels a strong sense of trust and spontaneity, leading to a deep connection during performances.",fact,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
Why did the author's perspective on the company change as they got older?,"As the author aged, the company appeared to become younger, prompting a shift in their relationship with the younger corps de ballet dancers.",reason,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
What's the difference in the author's role as a soloist compared to being a principal dancer?,"As a soloist, the author focused more on their performance, but as a principal, they aimed to be a mentor and source of support for younger dancers.",comparison,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
What prompted the speaker to formally address their desire to stay with the company?,The speaker didn't formally address their desire until a year ago when they spoke to Peter Martins about it.,fact,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
Why did the speaker feel a bit nervous when discussing their thoughts with Peter Martins?,The speaker felt nervous because they were uncertain about how Peter would react to their desire to stay with the company.,reason,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
What is the difference between nurturing talents and carrying on ballets for new dancers?,"Nurturing talents involves developing individual skills, while carrying on ballets refers to preserving and continuing the legacy of the repertoire for future dancers.",comparison,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
Who are the ballet masters mentioned in the text?,The ballet masters mentioned are Karin von Aroldingen and Susan Hendl.,fact,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
Why is Karin von Aroldingen considered inspiring?,Karin von Aroldingen is inspiring due to her undying passion for the ballet pieces.,reason,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
What's the difference in the author's activities during days off before and after ballet?,"Before, the author avoided being on their legs all day during days off, but now they look forward to exploring museums and cooking more.",comparison,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
What is the key discipline taught in ballet classes?,The key discipline taught in ballet classes is the invaluable quality of discipline itself.,fact,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
Why is discipline considered important for young dancers?,Discipline is important for young dancers because it instills an invaluable quality that benefits them in dance and other areas of life.,reason,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
How is each day perceived by dancers according to the advice given?,"Each day is perceived as a new start, where dancers are encouraged to be positive and move forward regardless of how they feel.",application,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
