question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx
When will Rebecca Krohn take her final bow with New York City Ballet?,She will take her final bow this Saturday night.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
When did Krohn join NYCB and when was she promoted to principal?,She joined NYCB as an apprentice in the fall of 1998 and became a principal in 2012.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
With whom did Krohn dance the Stravinsky Violin Concerto for her final show?,She danced the Stravinsky Violin Concerto with Amar Ramasar.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
What new role will Krohn assume immediately after retiring from performing?,She will return to the NYCB studios on Monday as a ballet master.,fact,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
At what ages did Krohn move to New York and receive her NYCB apprenticeship?,She moved to New York at 14 to train at the School of American Ballet and got her apprenticeship with the company at 17.,fact,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
Which ballets does Krohn cite among her favorites to dance?,"Her favorites include Balanchine's Stravinsky Violin Concerto, Movements for Piano and Orchestra, Agon, and Robbins' Dances at a Gathering, as well as Balanchine's black-and-white ballets and some Robbins works.",fact,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
Why does Krohn describe onstage moments with friends and partners as especially memorable?,"She says those moments are special because sharing the stage with friends creates an amazing sense of trust, spontaneity, and deep connection that differs from ordinary friendship.",reason,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
How did Krohn's relationship with the corps de ballet change after she became a soloist and principal?,"Her relationship shifted so that she wanted to be someone young dancers could look up to, reaching out to connect with them and offer support and advice.",reason,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
How might Krohn's onstage experience and mentorship goals apply to her new role as a ballet master?,"She is likely to emphasize mentoring younger dancers, fostering trust and spontaneity onstage, and passing on her knowledge of Balanchine and Robbins repertoire.",application,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
When did the speaker formally address their decision to stay with the company?,They didn't address it formally until a year ago.,fact,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
Why was speaking to Peter Martins about staying with the company described as nerve‑wracking?,It was nerve‑wracking because the speaker wanted to hear how he felt about the idea and was uncertain of his reaction.,reason,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
What is the speaker most looking forward to in their new role?,They look forward to nurturing dancers and their talents and carrying on the company's repertory ballets with new dancers for the future.,fact,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
Which ballet masters has the speaker connected with and felt close to?,They are very close to Karin von Aroldingen and have also been inspired by Susan Hendl.,fact,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
Why does Karin von Aroldingen inspire the speaker?,Karin von Aroldingen inspires them because of her undying passion for the pieces.,reason,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
How does the speaker plan to spend the extra time they will have outside of dancing?,"They plan to spend more time enjoying museums, roaming the city for inspiration, cooking more, and hosting more dinner parties.",application,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
"According to the speaker, why is the discipline learned in ballet class important for young dancers beyond dance?",Because the discipline is an invaluable quality that benefits a person whether they continue dancing or pursue other paths.,reason,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
How does the speaker advise young dancers to handle days when they don't feel good or their bodies aren't cooperating?,"They advise treating each day as a new start: be positive, start fresh, and move forward despite setbacks.",application,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
What is the difference between the two pieces of advice the speaker gives to young dancers?,"One piece emphasizes the enduring value of discipline instilled by ballet, while the other emphasizes daily renewal—starting each day fresh and staying positive despite temporary setbacks.",comparison,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
