qa_id,question,answer,type,source_file,page_no
manufacturing_011,遺伝毒性試験について追加の実施が求められるのは、どのような場合か。追加試験の方法についても具体的に説明しなさい。,標準的な遺伝毒性試験の組合わせにおいて陰性であった物質ががん原性試験で陽性になり、非遺伝毒性的な発がんメカニズムの実証が不十分な場合には、適切な遺伝毒性試験の追加が必要なこともある。追加試験には、in vitro 試験の代謝活性化の条件を変えたり、腫瘍発生の標的臓器における遺伝毒性障害を計測する in vivo 試験等が含まれる（例えば、DNA 障害や修復試験、32P ポストラベリング法、導入遺伝子における変異の誘発等）。,paragraph,000251332.pdf,14
manufacturing_012,日本と米国ではがん原性試験が要求される基準がどのように異なるのか、詳しく説明してください。,日本（医薬品毒性試験法ガイドライン）では、臨床での使用期間が連続して 6 ヵ月あるいはそれ以上にわたる場合にはがん原性試験が要求されてきた。また、がん原性が懸念される場合は、使用期間が 6 ヵ月未満であってもがん原性試験が必要な場合もあった。米国では、ほとんどの医薬品についてヒトで広範囲に用いられる前に動物でのがん原性が試験されている。米国 FDAによれば、通常 3ヵ月あるいはそれ以上にわたって用いられる医薬品はがん原性試験が必要である。EU では、医療用製品管理規則（the Rules Governing Medicinal Products in the European Committee）でがん原性試験が要求される場合を規定している。そのような場合とは、長期にわたって投薬される場合、すなわち連続して最低限 6 ヵ月、あるいは間欠的であっても頻度が高く総曝露量が類似していることなどである。,paragraph,000251332.pdf,15
manufacturing_013,WoE要素が決定的でない場合や、発がん性の懸念を示す場合、医薬品開発者はどのような探策的アプローチを適用することができるか。,"1 つあるいは複数のWoE 要素が決定的でない場合や、発がん性の懸念を示す場合、医薬品開発者は、不確実性に対処し、あるいは特定されたリスクのヒトへの外挿性を明らかにすると考えられる探策的アプローチを適用できる。以下のアプローチが考えられるが、これらに限らない。
1) 追加の検討試験または過去の試験において採取した検体の分析（例：特殊組織化学染色、分子バイオマーカー、血清ホルモン値、免疫細胞の機能、in vitro あるいは in vivo 試験システム、新規技術によるデータ）。
2) 臨床用量および曝露におけるヒトへの機序的な外挿性を示すために得られた臨床データ（例：尿中薬物濃度および結晶形成の証拠、ヒト血漿中ホルモンの変化を対象とした測定、ヒト画像データ）。

WoE 評価を支持するために rasH2-Tg マウス試験を完了させる必要はない。ただし、rasH2-Tgマウスの試験結果が得られている場合は、それらを WoE文書に含めるべきである。",paragraph,000251332.pdf,26
manufacturing_014,原動機の保護制御ガイドラインの対象が、3.5以下のディーゼル乗用車および同貨物車に限定されているのはなぜですか。,ディーゼル重量車（車両総重量が3.5tを超えるもの）については保護制御の範囲を既に定めていることや、本検討会における検討対象がディーゼル乗用車等であるためです。ただし、明らかに不正と考えられる制御の禁止についてはすべての車両に適用します。,paragraph,001182445.pdf,5
manufacturing_015,低回転連続運転時の保護制御は、どのような目的で行われ、作動条件は何か詳しく解説してください。,低回転連続運転時（アイドリング含む）の保護制御は、アイドル長時間放置時に発生する未燃燃料分によるＥＧＲ配管系の詰まりによる損傷防止、未燃燃料分の触媒への過堆積による触媒の熱破損防止、燃焼不安定による失火やエンストの防止を目的としています。作動条件として車速20km/h以下での連続運転20分以上が定められ、重量車の場合は最高出力時の回転速度×0.3以下又はアイドルの状態で20分以上継続した場合と定められています。,table,001182445.pdf,10
manufacturing_016,標高が高い場所での保護制御の作動条件を標高1000m以上に設定している理由について、日本の市街地の標高を加味して説明してください。,標高が高い場所では、吸入空気中の酸素量が減少することによる燃料過多や燃焼不良が発生するおそれがあります。重量車においては、保護制御の作動を許容する条件を大気圧90kPa（標高1000m相当）としており、現在販売されているディーゼル乗用車等についても同程度の大気圧が閾値として設定されています。標高1000mを超える高速道路の実延長は約19km、一般有料道路を加えても約45kmであり、全体の0.26％程度で、県庁所在地の最高地点は標高371.4m、市役所では801.9mであり、標高1000m以上で走行するケースは少ないと考えられるため。,paragraph,001182445.pdf,15
manufacturing_017,労働災害（業務災害）の対象範囲となる労働者の雇用形態はどのようなものか？,の製造事業者が直接雇用する労働者のうち、働く時間や日数が正社員と比べて短い労働者や雇用期間が決まっている労働者、、嘱託社員、パートタイマー、期間従業員、契約社員、臨時的雇用者などが対象です。,image,110329-1a.pdf,3
manufacturing_018,正社員110名およびパートタイマー30名が従事する工場の場合、安全衛生に関してどのような管理者を選任すべきですか？また、社長や役員が管理者を兼ねても支障はありませんか？,正社員110名およびパートタイマー30名が従事する工場の場合、従業員数は140名となります。この場合、安全管理者、衛生管理者、産業医の設置が必要です。社長や役員が管理者を兼ねても問題はありません。,table,110329-1a.pdf,16
manufacturing_019,製造業の安全管理者は具体的にどのような業務を担当しますか？また、安全管理者になるために必要な資格はありますか？,安全管理者の業務は、作業場等を巡視し、設備、作業場所・方法に危険がある場合の措置の実施、安全装置や保護具等の設備・器具の定期的な点検、作業の安全に関わる教育及び訓練実施、発生した災害の原因調査・対策検討などがあります。安全管理者になるためには、 大学等にて理科系統の学科（職業能力開発総合大学校の長期課程等を含む）を修了し、規定の実務経験を持ち、所定の研修を修了した者、または労働安全コンサルタントである必要があります。,table,110329-1a.pdf,17
manufacturing_020,「労働者の意見を聴くための機会」が必要な労働者数の範囲は何ですか？,50人未満の事業所です。,table,110329-1a.pdf,18
manufacturing_021,日本たばこ協会が定める包装表示において、主要な面が1つの製品の場合、注意文言記載面の面積をどれくらい確保する必要がありますか？記載するデザイン等の条件についても教えてください。,"主要な面が一の製品の場合、注意文言記載面の面積は1,820 mm²以上である必要があります。表示スペースの地色は単色とし、グラデーションを使用せず、注意文言以外のデザイン要素（文字、小紋、模様等）は表示しません。また、区分する際には黒又は白のうち表示スペースの地色に対する明度差が大きい色を使用し、太さは1mm以上とします。さらに、文字は明度差が大きい色で表示し、書体は和文を中ゴシックBBB、数字及び英文をHelvetica Regularとします。",paragraph,190619_06.pdf,1
manufacturing_022,タール量が12mg、ニコチン量が0.8mgの場合、適切なパッケージへの表示方法を具体的に詳細に教えてください。,タール量が12mg、ニコチン量が0.8mgの場合、表示は次のようになります。【タール 12mg ニコチン 0.8mg】。まず、タール量は整数値で表示し【タール 12mg】とし、ニコチン量は小数点第1位まで表示し【ニコチン 0.8mg】にします。また、文字は包装スペースの地色に対する明度差が大きい黒または白の色を使用し、書体は和文を中ゴシック BBB、数字及び英文を Helvetica Regularとします。文字の大きさについては「mg」が6.5ポイント以上、それ以外の文字は7.5ポイント以上に設定しますが、必要に応じてポイント数を1ポイント超えない範囲で減じることができます。,paragraph,190619_06.pdf,5
manufacturing_023,製造たばこの個包装及び中間包装に求められる識別マークの表示方法の条件について説明してください。,識別マークの表示方法には、印刷、刻印、エンボスの3種類があります。印刷の場合、個包装は高さ6mm以上、中間包装の場合は8mm以上で表示する必要があります。刻印やエンボスで表示する場合は、個包装、中間包装いずれも高さ8mm以上です。,paragraph,190619_06.pdf,7
manufacturing_024,繊維産業の雇用者数と衣料品の国内市場はどのように変化しましたか？具体的な数値を示してください。,繊維産業の従事者について2007年の68万人でしたが、2020年には28万人が減少し、40万人となっています。衣料品の国内市場は、外出自粛の影響など消費者の行動変容が影響し、2019年は11.0兆円だったのに対し、2021年には8.6兆円と大幅に縮小し、　縮小幅は2.4兆円となっています。,paragraph,20220518_2.pdf,8
manufacturing_025,2030年に向けた繊維産業の発展について、川上・川中・川下の各段階の取り組みについて説明してください。,2030年に向けた繊維産業のあるべき姿として、川上（原糸・素材分野）では、技術開発により繊維のポテンシャルをあらゆる分野に発揮します。川中（織物・ニット等）では、産地における好循環を創出し、世界に向けて発信・提供していきます。川下（縫製・アパレル等）では、日本の強みである高品質、高感性を生かした新たな商品づくりに取り組みます。方向性としては、新たなな“稼ぐ力”の創出、海外市場への積極的な参入、技術開発の促進、SX（サステナビリティ・トランスフォーメーション）、 デジタル化を掲げています。,paragraph,20220518_2.pdf,9
manufacturing_026,金型工場から金型企業に転換することを目的とした場合、良い企業とはどのような状態か。企業の目的、活動、評価の視点の3つのポイントに沿って説明してください。,金型企業として求められるのは、利益を追求することを目的として掲げ、顧客が求める価値を提供することが必要です。また、評価の点においては、環境に適合して顧客創造、新たな価値創造を行う必要があります。特に、事業収支、利益率、投資回収率を追求することが求められます。,image,DM_Industry_Vision_3.0.pdf,19
manufacturing_027,金型メーカー同士の連携により、どのような効果が期待できるか？,金型メーカー（同型、異型種）同士が連携することで、各分野の連携により、効率性や稼働率が上がることが期待されます。,image,DM_Industry_Vision_3.0.pdf,31
manufacturing_028,企業間連携について、同業種連携と異業種連携で区別した場合、利益の増減に差はあるか？調査結果をもとに説明してください。,企業間連携（同業種・異業種）の有無別の直近3年間の経常利益額実績に関する調査結果によると、同業種連携を行なった企業のうち、増加傾向と答えた企業は30.7%、横ばい: 44.3%、減少傾向: 25%であった。一方、異業種連携を行なった企業は、増加傾向: 34.9%、横ばい: 43.3%、減少傾向: 21.8%となっている。経常利益が増加傾向と答えた企業は、異業種連携が同業種連携よりも約4.2%高く、減少傾向に関しては、異業種連携の方が同業種連携よりも約3.2%低いことから、同業種連携と異業種連携の間に大きな差はありませんが、異業種連携の方が全体的にややポジティブな結果が出ていると言えます。,image,DM_Industry_Vision_3.0.pdf,32
manufacturing_029,金型メーカーが国内に特化して事業展開する場合の取り組みとして、緩やかな連携が挙げられる。緩やかな連携とは、具体的にどのような連携方法で、どのようなメリットがあるのか説明してください。,プラスチック用金型メーカー、プレス、アルミダイカストなど金型の型種を超えて緩やかな連携を組むことで複合材へのニーズに対応することができます。型種が違えば仕事のピークが異なるため、機械稼働率の向上と設備投資を抑制することが可能になり、従来のサプライチェーンにおける金型の単工程だけを担うのではなく、前工程や後工程の企業との連携を模索することも可能です。たとえば、部品モジュール化と自動車内装ニーズ対応には、金型メーカー、材料メーカー、成形メーカーと連携して対応することで差別化を図ることができます。,paragraph,DM_Industry_Vision_3.0.pdf,42
manufacturing_030,ベビーフードの容器包装の種類ごとに、対応する製造形態と賞味期間の関係を説明してください。また、どの組み合わせが最も賞味期間が長いかを示してください。,容器包装にはウエットタイプ、ベビーフード、ドライタイプベビーフードがあります。ウエットタイプの製造形態は瓶詰などで、賞味期間は2年6ヶ月です。ベビーフードの製造形態は合成樹脂製ラミネート容器で、賞味期間は1年6ヶ月です。ドライタイプベビーフードの製造形態はドライタイプで、賞味期間は1年6ヶ月です。この中で最も賞味期間が長いのは、ウエットタイプの2年6ヶ月です。,image,foodkaku5.pdf,5
manufacturing_031,ベビーフードの食品衛生を確保するために、製品中の微生物の基準はどのように規定されていますか？ベビーフードのタイプ別に違いがある場合、それぞれ具体的に説明してください。,"製品中の微生物は、次の基準に適合するものであることが求められます。ただし、食用で乳児および幼児の健康に寄与するところの微生物を供する製品で、この旨を表示するものにあっては、一般生菌数はこの限りではありません。

1.	ドライタイプベビーフードの微生物基準
ドライタイプベビーフードの微生物基準は次の通りとします。
	•	一般生菌数：5,000個／g以下（果実類にあっては1,000個／g以下）
	•	大腸菌群：陰性
	•	サルモネラ：陰性（肉・卵類を含むものに限る）
	•	黄色ブドウ球菌：陰性
	•	かび・酵母：300個／g以下
2.	ウェットタイプベビーフードの微生物基準
食品衛生法では、食品、添加物等の規格基準、第一食品の部D各条の項の〇容器包装詰加圧加熱殺菌食品に該当するものは、発育しうる微生物は陰性でなければならないとされています。容器包装詰加圧加熱殺菌食品に該当しないものは、恒温試験により異常がないことが求められます。",paragraph,foodkaku5.pdf,5
manufacturing_032,ベビーフードにガラス容器を使う場合、どのようなことに配慮する必要がありますか？品質規格に沿って回答してください。,"使用する材質は、日本ガラスびん協会の「ガラスびんの品質規格」に定められている基準に適合しなければなりません。
衛生基準としては、「食品衛生法：食品、添加物等の規格基準、第3器具及び容器包装、D器具若しくは容器包装又はこれらの原材料の材質別規格、1 ガラス製、陶磁器製又はホウロウ引きの器具又は容器包装」の項を適用してください。",paragraph,foodkaku5.pdf,11
manufacturing_033,ベビーフードの自主規格において、特定の原材料の配合割合を示す文字の大きさのルールを教えてください。,"特定原材料の配合割合を示す文字の大きさとして、次のように定められています。以下は、画像に記載されている内容です。
商品名の文字の大きさが18ポイント未満の場合、併記文字の大きさは8ポイント以上、商品名の文字の大きさが18ポイント以上42ポイント未満の場合、併記文字の大きさは10ポイント以上、商品名の文字の大きさが42ポイント以上の場合、併記文字の大きさは12ポイント以上である必要があります。",image,foodkaku5.pdf,16
manufacturing_034,欧州のCatena-Xとは何か。Catena-Xはどのようにして産業規模でサステナビリティや競争力強化を図っているのか、また日本のウラノス・エコシステムと比較した場合の違いや課題は何か？,欧州の自動車サプライチェーンの取り組み、Catena-Xは、個別企業や業界を超えて産業全体でCO2排出量などのデータを共有することによって、サステナビリティや競争力の強化を図っています。この方法により、産業全体での環境負荷低減と効率化が可能になります。一方、日本のウラノス・エコシステムも同様の目的で取り組みを始めていますが、産業データ連携への参加意向がまだ低いという課題があります。具体的には、アンケート調査によると、参加したいと答えたのは3.7%に留まり、45.3%が参加するかどうか検討中、20.9%が参加の必要はないと回答しています。このような現状から、日本ではデータ共有の重要性やメリットについての啓蒙活動やインセンティブの提供が必要とされるでしょう。,paragraph,gaiyo.pdf,5
manufacturing_035,製造業におけるDXの領域別の取り組みについて、「個別工程のカイゼン」「製造機能の全体最適」「事業機会の拡大」の3つの領域に関する取り組みはどの程度進んでいるといえるか。調査結果の数値をもとに示してください。,製造業におけるDXの領域別の取り組みについて、「個別工程のカイゼン」について、実施し十分な成果が出ていると回答した企業は5.8%、実施しているが成果が限定的と回答した企業は38.3%です。同様に、「製造機能の全体最適」を実施し十分な成果が出ていると回答した企業は4.7%、実施しているが成果が限定的と回答した企業は21.8%、「事業機会の拡大」を実施し十分な成果が出ていると回答した企業は2.9%、実施しているが成果が限定的と回答した企業は16.2%でした。最も取り組んでいる割合の多い「個別工程のカイゼン」でも、実施した企業は50%未満であり、まだDXの取り組みはこれからという状況です。,image,gaiyo.pdf,5
manufacturing_036,経済安全保障の特定重要物資のうち、改正により追加された具体的な対象物資を列挙し、これらが日本の産業や経済に与える影響を詳述してください。,「経済施策を一体的に講ずることによる安全保障の確保の推進に関する法律施行令」の改正により、重要鉱物にウランが追加され、先端電子部品（コンデンサー及びろ波器）が新たに追加されました。,image,gaiyo.pdf,17
manufacturing_037,製造業における就業者数の増加と中小企業における人手不足感の相関性について考察してください。,"製造業全体の就業者数は2022年には1,044万人、2023年には1,055万人と増加していますが、中小企業における産業別従業員数過不足DIはマイナス20.4となり、人手不足感が強まっています。この相関性から、製造業全体では就業者数が増加しているものの、中小企業では依然として人手不足が深刻化していると言えます。大企業と中小企業との間で労働力の需給バランスに差があることが示唆されます。",table,gaiyo.pdf,19
manufacturing_038,製造業は能力開発、人材育成について、どのような問題点を抱えているか。事業者が問題点として挙げた上位3つの項目について、具体的な調査データの数値を教えてください。,調査結果によると、製造業における能力開発や人材育成に関する問題点として最も多かったのは「指導する人材が不足している」という回答で、61.8%を占めました。次いで「人材育成を行う時間がない」との回答が46.1%、「人材を育成しても辞めてしまう」との回答が45.9%となっています。,table,gaiyo.pdf,20
manufacturing_039,従業員の育成・能力開発を行っている製造業のうち、経営面または人事面の効果を感じている企業はどれくらいか。また、どのような効果が上がっているか。,"従業員の育成・能力開発を行うことで経営面の効果を実感している企業の割合は、効果を感じている：15.4%、やや効果を感じている：50.6%であり、6割以上が経営面での効果を実感している。また、人事面で効果を実感している企業の割合は、効果を感じている：11.7%、やや効果を感じている：49.4%であり、人事面での効果を実感している企業も半数以上となった。
経営面で実感している効果として最も高かったのが『技術水準や品質の向上』であり、人事面で実感している効果は『従業員の能力・スキルの底上げ』を挙げる企業が大半となっている。",paragraph,gaiyo.pdf,22
manufacturing_040,2023年の300人以下企業のDX推進状況は何％ですか？,83.4％です。,image,gaiyo.pdf,24
manufacturing_041,2024年1月1日基準で日本の重要無形文化財を伝承する個人及び団体の数はそれぞれどれくらいか。,2024年1月1日現在、重要無形文化財を伝承する船艇保存技術の保持者は62人、保存団体の数は45（38）団体です。※保存団体には重複認定があるため、( ）内は実団体数を示しています。,table,gaiyo.pdf,32
manufacturing_042,Society 5.0の実現に向けた最先端の研究施設とは、具体的にどのようなものが挙げられますか？代表的な施設を5つ答え、その施設の用途も簡単に説明してください。,"Society 5.0の実現に向けて、人工知能技術、マテリアル、光・量子技術、環境・エネルギーなどの未来社会の鍵となる先端的研究開発を推進しています。具体的には次に挙げる施設が該当します。
【大型放射光施設（SPring-8）/X線自由電子レーザー施設（SACLA）の整備・共用】
➢ 「放射光」及び「X線自由電子レーザー」を用いて、物質の原子・分子レベルの構造や機能・動態を解析可能な世界最高性能の研究基盤施設。
【SPring-8の高度化（SPring-8-Ⅱ）に関する取組】
➢ 産業・社会の大きな転機を見据え、現行の約100倍となる最高輝度をもつ世界最高峰の放射光施設の整備のため、
SPring-8の高度化（SPring-8‐Ⅱ）の実現を目指す。
【スーパーコンピュータ「富岳」の整備・共用】
➢ 世界最高水準の計算性能と汎用性のあるスーパーコンピュータ「富岳」を用いて、ものづくり・創薬・エネルギーなど
幅広い分野で研究開発が進められている。
【大強度陽子加速器施設（JｰPARC）の整備・共用】
➢ 陽子加速器から生成される多彩な2次粒子（中性子、ミュオン、ニュートリノなど）を用いて、
革新的材料、新薬の開発につながる構造解析・先端研究などが進められている。
【官民地域パートナーシップによる3GeV高輝度放射光施設（NanoTerasu）の推進】
➢ 高輝度な「軟Ｘ線」領域の放射光を用いて、物質表面における元素や分子の様々な動きを分析することができる
世界最高水準の放射光施設。
➢ 2024年度の運用開始を目指して、官民地域パートナーシップにより整備が進められている。",paragraph,gaiyo.pdf,33
manufacturing_043,JASの認証を取得するための手順の中で、実地検査に不合格となった場合、その後の具体的な流れについて説明してください。,実地検査に不合格となった場合は、是正措置が必要です。是正措置後、再度実地検査が行われます。再度の実地検査に合格すると、認証書が交付されます。,image,index-11.pdf,14
manufacturing_044,JAS認証における生産行程管理責任者、生産行程管理責任者、小分け責任者、受入保管責任者、格付(表示)担当者のそれぞれの役割について説明してください。,生産行程管理責任者は、生産行程の管理・把握に関する計画の立案・推進や、生産行程に生じた異常に関する処置・指導を行います。小分け責任者は、小分けに関する計画の立案・推進や、工程に生じた異常等に関する処置・指導を行います。受入保管責任者は、輸入品の受入れ、保管・包装に関する計画の立案・推進や、工程に生じた異常に関する処置・指導を行います。格付(表示)担当者は、格付(表示)に関する業務を行います。いずれの職務においても異常が発生した場合には、それを適切に認識し、原因を特定した上で迅速に適切な対策を講じ、必要に応じて改善策を実施し再発を防止することが求められます。,paragraph,index-11.pdf,17
manufacturing_045,JAS認証取得のための実地検査において、申請企業にはどのような対応が求められますか？実地検査が通らなかった場合に、申請企業が取るべき対応についても説明してください。,実地検査で改善指摘事項が提示された場合、事業者はその是正を期限までに完了させなければなりません。通常、是正の状況は検査員に報告され、その検査員が是正内容を報告書に盛り込み、登録認証機関に提出します。その後、登録認証機関は書類審査および実地検査の結果をもとに判定を行い、是正内容も考慮されます。ただし、書類審査や実地検査を行った検査員はその判定には加わりません。,paragraph,index-11.pdf,18
manufacturing_046,JAS認証の醤油の製造方式および規格値に基づいて、うすくちしょうゆの特級品質と標準品質では、色度や全窒素分にどのような違いがありますか？,うすくちしょうゆの特級は色度上限が22番以上ですが、標準は18番未満です。全窒素分については、特級が1.15／100mL以上であることに対し、標準は0.95／100mL以上という違いがあります。,image,index-11.pdf,21
manufacturing_047,ノウフク規格におけるノウフク生鮮食品において、認証事業者に求められる基準について詳しく教えてください。,"ノウフク規格の認証事業者に求められる基準は次のとおりです。

①活動計画の作成
        1.        農業及び地域に対する活動
        2.        障害者の賃金向上の活動 等

②障害者が作業しやすい環境の創出
        1.        わかりやすい手順書
        2.        差別排除
        3.        事故防止
        4.        バリアフリー 等

③管理
	1.	作業記録作成
	2.	内部監査
	3.	マネージメントレビュー 等",image,index-11.pdf,25
manufacturing_048,みそのJAS規格で限定されているこうじ菌は何ですか？,「Aspergillus oryzae」に限定されています。,paragraph,index-11.pdf,27
manufacturing_049,有機農産物の生産において、農地の生産力を最大限に発揮しつつ環境への負荷を低減するために採用される栽培管理方法にはどのような特徴がありますか？また、有機農産物の生産に関する原則と方法に基づいて実際に取りうる具体的な手段についても説明してください。,有機農産物の生産において、農地の生産力を最大限に発揮しつつ環境への負荷を低減するためには、農業の自然循環機能の維持増進を図るため、化学的に合成された肥料及び農薬の使用を避け、土壌の性質に基づいた管理を行うとともに、農業生産に由来する環境への負荷をできる限り低減した栽培管理方法を採用した農場において生産することが重要です。具体的には、堆肥等を用いた土作りが奨励されており、播種・植付け前2年以上及び栽培中に化学的肥料や農薬を使用しないこと、遺伝子組換え種苗の不使用が求められます。,table,index-11.pdf,26
manufacturing_050,JAS新規格において、ヴィーガンに適した加工食品とベジタリアンに適した加工食品の主な違いを説明してください。,ヴィーガンに適した加工食品は動物由来のすべての食品（原材料又は食材）及び添加物を使用しないことが求められています。一方、ベジタリアンに適した加工食品は乳製品や卵などの動物由来の一部の原材料を許可しています。,paragraph,index-11.pdf,28
manufacturing_051,遠隔操作に不向きな機器の分類基準について、設置位置や周辺への影響を含めた具体的なリスク要因を3つ説明し、それに基づき遠隔操作が不向きとされる理由を示してください。,遠隔操作に不向きな機器の分類基準は次のようなリスク要因に基づいています。1.『操作する者が自ら手を触れ機器を動作させることで、その機器の機能、役割を果たす』ことがあるため、遠隔操作すると機器の誤動作リスクが増加します。2.『機器の表面に触れると火傷する、可動部に触れると傷害を受けるなど、可動時に危険な部分が露出する』機器は遠隔操作によって事故を引き起こす可能性が高いです。3.『遠隔操作することで危険のリスクが著しく増す』ため、特に設置される位置や使用用途、または周辺環境に合わせてその影響が拡大します。これらのリスク要因により、周囲の人や機器を含めた周辺環境への危険性が著しく増すため、基本的に遠隔操作に不向きとされます。,paragraph,iot_guideline.pdf,10
manufacturing_052,通常機能の他に、IoT機器の近くにいる人や周辺への危害を回避するために推奨される予防安全機能の具体例を教えてください。,異常状態になる前に働く機能として、子供等が製品を操作できないようにするためのチャイルドロック、消し忘れ防止機能、ソフトウェア（機能安全評価なし）による停止、人体検知センサー等が挙げられます。,paragraph,iot_guideline.pdf,14
manufacturing_053,石けんやシャンプーなどの直ちに洗い流す化粧品におけるチラムの上限値は何gですか？,100g中0.5gです。,table,keshouhin-standard.pdf,4
manufacturing_054,粘膜に使用されることがない化粧品において、ユビデカレノンの最大配合量は何グラムですか？,0.03gです。,table,keshouhin-standard.pdf,5
manufacturing_055,化粧品へサリチル酸塩類を配合する場合、最大配合量は何グラムですか？,サリチル酸を化粧品に配合する場合、100g 中の最大配合量は0.20gです。,table,keshouhin-standard.pdf,6
manufacturing_056,規模の大きい小売業者が取引先のメーカー企業に自社ブランドの製品の製造委託を行う場合、下請法の対象となる企業間取引の条件を教えてください。また、大規模小売業者の例も教えてください。,"親事業者となる小売業者の資本金3億円を超える場合は委託先の製造業の資本金が3億円以下、または、小売業者の資本金1千万円以上3億円以下の場合は委託先の製造業の資本金が1千万円以下の場合に、下請法の取引規制の対象となります。
「下請代金支払遅延等防止法に関する運用基準」（平成15年公正取引委員会事務総長通達第18号）では、製造委託の類型の中で、「大規模小売業者（百貨店、スーパー、ホームセンター、専門量販店、ドラッグストア、コンビニエンスストア本部、通信販売業者等）が、自社のプライベート・ブランド商品（ＰＢ商品）の製造を食品加工業者等に委託すること」が例として挙げられています。",image,tekiseitorihiki-21.pdf,8
manufacturing_057,下請法第4条第1項第5号の「買いたたき」に該当する可能性があるのはどのような場合ですか？,委託事業者が大量生産を前提とした見積時の予定単価に基づき、実際には見積時よりも少ない数量の場合でも、その単価で下請代金の額を一方的に決定する場合です。,paragraph,tekiseitorihiki-21.pdf,10
