qa_id,question,answer,type,source_file,page_no
finance_012,特定非金融業者及び職業専門家がマネーロンダリングやテロ資金供与を防止するために、どのような対応が求められるか。具体的な対応内容について説明してください。,(1)監督ガイドライン策定・リスクベースの監督強化、および、(2)特定非金融業者及び職業専門家に対するリスク評価・顧客管理強化等が求められます。(1)監督ガイドライン策定・リスクベースの監督強化では、マネロン・テロ資金供与対策に関する監督ガイドラインを更新・策定するとともに、適切な監督態勢を整備するほか、リスクベースでの検査監督を強化します。(2)特定非金融業者及び職業専門家に対するリスク評価・顧客管理強化等においては、マネロン・テロ資金供与対策義務に関する周知徹底を図り、リスク理解を向上させる。この他、マネロン・テロ資金供与対策の強化の一環として、継続的顧客管理及び厳格な顧客管理措置、疑わしい取引の届出の質の向上に取り組むことが求められます。それぞれ、警察庁、特定非金融業者及び職業専門家所管行政庁が担当し、令和 4 年秋 までに実施予定です。,table,20210830_2.pdf,2
finance_013,信用購入あっせん業者の登録拒否事由に該当する期間として、登録取消しの日から何年間が経過していない場合、登録が拒否されますか？,5年間経過していない場合、登録が拒否されます。,table,2301atobaraigaiyousiryou.pdf,21
finance_014,過剰与信防止義務が適用されないケースとして、個別信用購入あっせんでは、どのようなケースが該当しますか？具体的なケースを挙げてください。,"個別信用あっせんでは、次に該当する場合は過剰与信防止義務は適用されません。

＜少額店頭販売品＞
店頭販売等であって、比較的少額（10万円以下）の生活に必要な耐久消費財（例：家電、携帯電話）

＜高額生活必需耐久消費財等＞
比較的高額であっても、生活に必要とされる耐久消費財（例：自動車）

＜教育・自動車教習所＞
ただし、特定継続的役務提供契約は含まれない。

＜車検＞
道路運送車両法に規定する点検・継続検査

＜緊急的支出＞
利用者又は生計を一にする者の生命・身体を保護するため緊急に必要とされる商品・役務（例：緊急医療費、介護用品）",table,2301atobaraigaiyousiryou.pdf,35
finance_015,金融機関によるベンチャー投資について、国の方向性を教えてください。,ベンチャー企業の将来キャッシュフロー等に着目した融資であるベンチャーデットについては、レイターステージのベンチャー企業を更に成長させ、機関投資家も参入可能な大型 IPO につなげる等の観点からも重要だと捉えています。そのため、金融機関の審査実務に新たな審査目線等を構築する取組を促進、支援するほか、成長に時間を要するスタートアップを念頭に、銀行グループが出資可能なスタートアップの範囲を拡充するための要件緩和を進める方針です。,paragraph,230829_main.pdf,12
finance_016,日本における2022年の海外大手暗号資産交換所の破綻の影響について、国内制度はどのように寄与したか。また、その経験を受けて金融庁は国際的対応や国内利用者の保護策をどのように強化する予定か？,日本における2022年11月の海外大手暗号資産交換所の破綻に際し、日本法人の利用者財産は早期に返還がなされるなど、国内の制度・モニタリングが有効に機能しました。その経験を活かし、金融庁は暗号資産に関連する国際的な政策対応に貢献するとともに、国境を越えた暗号資産取引に対応するため各国当局との連携強化を図ります。また、国内においては、更なる利用者保護の確保に向けてモニタリング上の着眼点の見直しを行います。,paragraph,230829_main.pdf,17
finance_017,主要行が市場・流動性リスク管理態勢を高度化する上で、資産と負債の総合管理や有価証券運用に関してどのような対応が求められるか？,主要行等が市場・流動性リスク管理態勢を高度化する上では、資産と負債の総合管理、有価証券運用、外貨流動性に関するリスク管理態勢の高度化が求められます。特に、運用・調達方針を確認し、詳細なリスク分析を通じて、資産と負債のバランスを適切に管理することが重要です。ネット専業銀行等についても同様に、流動性リスク管理態勢のモニタリングが必要です。,paragraph,230829_main.pdf,23
finance_018,気候変動が住宅ローン・ポートフォリオに与える長期的な影響評価において、リテール向けエクスポージャーの評価が抱える課題とその背景について詳しく説明してください。,リテール向けエクスポージャーの評価には、いくつかの課題があります。まず、気候変動の影響を長期にわたって評価する必要があるため、リスク要因が相互に影響し合う波及効果を十分に考慮する必要があります。しかし、この波及効果を詳細に解析する方法はまだ発展途上です。特に、居住用不動産向け貸出、つまり住宅ローンは個々の貸出債権が少額であり、複数の債権を束ねたプール管理による評価が主流です。プール管理では、大数の法則を利用してデフォルト率や損失率をコントロールしやすくする一方で、個別の債権のリスク特性を詳細に評価することが難しいため、簡易的な影響度評価にとどまりがちです。この背景には、個々の債権の金額が小さく、個別管理が採算に合わないため、プール管理が採用されているという点もあります。,paragraph,DP2023-2.pdf,4
finance_019,洪水ハザードマップを基にした保険料細分化は消費者の理解を得やすいとされていますが、細分化により地域ごとにリスク較差が生じる場合、そのリスク較差を考慮した上で高リスク地域の住民が保険に加入しやすい料率体系をどのように設計すべきか、具体的な配慮点を述べなさい。,高リスク地域の住民が保険に加入しやすい料率体系を設計するためには、以下の具体的な配慮点が考えられます。まず、高リスクとなる地域の住民に対しては、リスクに見合った保険料率を適用しつつも、過度な負担を避けるために一定の補助や割引制度を設けることが重要です。さらに、保険会社は最新のリスク情報を収集し、リスクアナウンスメント効果を高めることで、高リスク地域の住民が自らのリスクを認識し、対策を講じやすくする必要があります。最後に、保険募集時に保険料の設定理由やリスクについて丁寧に説明することで、消費者の理解と納得感を得る努力も求められます。,image,DP2023-2.pdf,13
finance_020,住宅ローンの期中管理において、ハザードマップのリスク度が住宅価格に与える影響とその反映の仕組みについて詳しく述べ、その際に利便性や需給のバランスがどのように関与するのかを説明してください。,住宅ローンの期中管理では、担保価値の再評価を通じて気候関連リスクが反映されます。例えば、自然災害による地域の河川氾濫が住宅価格の下落を招くことで、そのリスクが資産価値の変動として取り込まれます。また、ハザードマップのリスク度の見直しにより、その地域の住宅価格が変動し、結果的に気候関連リスクが反映されることが考えられます。ただし、住宅価格は利便性や需給のバランスなど多くの要因で決定されるため、ハザードマップのリスク度が高いことだけでは一概に価格が決まるわけではありません。,paragraph,DP2023-2.pdf,16
finance_021,地震保険制度における再保険の仕組みと、政府と損害保険会社間でのリスク共有方法について詳しく説明してください。,地震保険は日本において政府と損害保険会社が共同で運営しています。具体的には、損害保険会社が契約者から保険料を受け取り、地震による損害が発生した場合には保険金を支払います。しかし、地震という非常に大規模な損害リスクに対する対応が必要となるため、損害保険会社だけではこのリスクを完全に負うことが難しいです。そこで政府が再保険の役割を果たします。再保険とは、損害保険会社が引き受けたリスクの一部または全部をさらに他の保険会社（この場合、政府）に移転する仕組みです。こうして最終的なリスクは政府が負担することになり、非常に大規模な地震被害が発生した際にも保険金の支払いが確実に行われるようにしています。これにより、リスクは国全体で共有される形になります。,image,DP2023-2.pdf,17
finance_022,気候関連リスクが顕現化した場合、住宅価格が下落による影響の伝播の経路について詳しく説明してください。,"気候関連リスクが顕現化することで、河川氾濫等を受けて住宅価格が減少します。
住宅価格の減少は、担保価値の減少に至り LGD を上昇させ、LGD の上昇は、万が一、デフォルトが発生した際の回収金額の減少を意味するため、住宅ローン・ポートフォリオの採算を悪化させます。
また、住宅価格の下落は、住宅を少しでも高値で売ろうとする動機付けとなり、早期の住宅売却を促します。住宅売却により住宅ローンの早期返済に至り、EAD が減少すると、金利収入の減少となり、住宅ローン・ポートフォリオの採算を悪化させることになります。
住宅価格の減少は、住宅という資産の価値が目減りするため、借手（債務者）の資産残高を減少させることにも繋がり、資産残高の減少は、返済余力を低下させるため、PD の上昇を引き起こします。PD の上昇は、信用コストを上昇させるため、採算の悪化に繋がります。
もっとも、住宅価格の減少は、貯蓄等の直接返済に使用する現金資産の減少ではないため、PD への影響は小さいと想定されます。ただし、借手（債務者）の資産残高の減少は、返済余力の低下から住宅の早期売却を惹起するため、EAD の減少に繋がり、EAD の減少は、金利収入の減少となり、住宅ローン・ポートフォリオの採算を悪化させることになります。",paragraph,DP2023-2.pdf,18
finance_023,自己資本比率に与える影響について、LGDが上昇した場合とEADが減少した場合について、それぞれ標準的手法と内部格付手法をもとに説明してください。,"LGD の上昇（住宅価格の下落）により、標準的手法はと内部格付手法の両方において自己資本比率は低下します。標準的手法の場合、LTV を通じて RW が上昇しRWA が増加することが要因として挙げられ、内部格付手法の場合はRW が上昇し、RWA が増加するためです。
EADの減少は、標準的手法と内部格付手法の両方において、RWAが減少するため自己資本比率が上昇すると考えられます。",table,DP2023-2.pdf,19
finance_024,住宅ローンの PD を推計する主な手法と、その手法の特徴について教えてください。,住宅ローンの PD を推計する方法は多数あり、大別すると、（1）実績デフォルト率に基づく推計、（2）数理モデルによる推計が挙げられる。（1）は、プール単位の実績デフォルト率を時系列方向で平均した値をベースに、保守的調整幅等を加味して推計する方法です。（1）は、実務的に、広く採用され、実績のある手法であるため、多くの金融機関で高い再現性を持って、実現できる手法です。（2）は、主に、住宅ローンの採り上げ時に使用されるスコアリングモデルであり、住宅ローンを借り入れる者の属性（収入、LTV 等）を説明変数として、PD を推計する方法となっています。,paragraph,DP2023-2.pdf,20
finance_025,PTIとLTVがどちらも増加したが、CHが良好である場合、デフォルト確率への影響について説明してください。,PTIとLTVの増加はどちらもデフォルト確率の上昇要因となります。一方、CHが良好である場合はリスク度は低下しますので、それらの度合いをもとに影響度を考える必要があります。,table,DP2023-2.pdf,22
finance_026,政策コスト分析の導入によって、財政投融資のディスクロージャーと財投機関の財務の健全性にどのような影響があるのか具体的に説明してください。,政策コスト分析を導入することで、財政投融資を活用している事業について、将来見込まれる補助金や出資金の機会費用などの政策コストが明らかにされます。これにより、財政投融資対象事業の妥当性や財投機関の財務の健全性に関する情報が充実し、ディスクロージャーの観点から重要な透明性が向上します。具体的には、財政投融資が本当に必要かつ適切なものかをより明確に判断しやすくし、健全性の高い財務運営を促進します。この情報は外部の監視や評価の基準ともなり得るため、財投機関は厳格な評価基準の下で運営されることになり、不適切な財政投融資のリスクが低減される効果が期待されます。,paragraph,FILP_Report2022.pdf,10
finance_027,東日本大震災後の災害復興において、日本政策金融公庫と地方公共団体が実施した防災・減災対策の具体的な内容を詳述し、各機関がどのように役割分担をして資金供給を行ったのかを説明してください。,東日本大震災後、日本政策金融公庫と地方公共団体はそれぞれの役割に応じた防災・減災対策を実施しました。日本政策金融公庫は、被災した中小企業への資本性資金供給や指定金融機関を通じた危機対応融資を行い、事業の再建と安定化を支援しました。具体的な制度としては、東日本大震災復興特別貸付制度や資本性劣後ローンが利用されました。一方、地方公共団体は防災・減災のためのインフラ整備や地域社会の復興に直接資金を供給し、地方公共団体自身の復興計画を基に資金を活用しました。これにより、各機関がそれぞれの強みを活かしつつ、総合的な復興支援体制を構築しました。,table,FILP_Report2022.pdf,14
finance_028,日本開発銀行が産業分野で行った融資の対象は何ですか？,基幹産業（石炭・鉄鋼・海運・電力など）に対する長期資金の供給です。,table,FILP_Report2022.pdf,13
finance_029,令和4年度の産業投資支出のうち、日本政策金融公庫が中小企業者向け業務に投資する金額はどれくらいですか。,日本政策金融公庫の中小企業者向け支出は、令和4年の当初計画で中小企業者向け業務向けの169億円です。,image,FILP_Report2022.pdf,31
finance_030,財投機関に関する実地監査について、監査プロセスにおける事前準備と監査結果の整理の間で行われる具体的な対応フローについて詳しく説明してください。,"監査プロセスの事前準備では、監査対象のデータや情報の収集、評価基準の設定、リスクの特定が行われます。これに基づいて監事ヒアリングが行われ、関係者の意見や実情の把握が行われます。この段階で収集された情報は、往査の際に効率的かつ効果的なチェックを行うための基盤となります。

監査結果の整理では、往査で得られたデータや観察結果を分析し、問題点や改善点を特定します。この整理された結果は、後の結果通知やトップ面談での報告、さらには改善策や対応策の実施状況のフォローアップに直接つながります。",image,FILP_Report2022.pdf,37
finance_031,財政投融資特別会計において、金利変動リスクを減少させるための ALM 手法と、それが直面する課題について詳しく説明してください。,ALM（資産負債管理）手法は、財政投融資特別会計における金利変動リスクを減少させるために用いられています。この手法では、貸付の大半が元金均等または元利均等償還型のキャッシュフローである一方で、資金調達が満期一括償還型のキャッシュフローで行われることから、完全なマチュリティ・ギャップの解消が困難という課題に直面しています。つまり、資産と負債のキャッシュフローのタイミングの不一致が完全に解消されていないため、依然として一定の金利変動リスクを負っていることになります。,paragraph,FILP_Report2022.pdf,46
finance_032,財政投融資計画はいつ決定されますか？,12月に決定されます。,image,FILP_Report2022.pdf,43
finance_033,世帯主が不意の事故により入院が必要になる場合の必要資金について、60～64歳及び65歳以上の夫婦が公的年金以外に必要とする月間生活資金と比較してください。,世帯主が入院したときに必要な資金は月24.2万円で、60～64歳夫婦の必要生活資金は20.2万円、65歳以上夫婦の必要生活資金は16.1万円で、60～64歳夫婦の方が多くの資金が求められます。,table,i-xvii.pdf,9
finance_034,世帯主が就労不能状態でありつつ配偶者が要介護状態となった場合、その家庭に求められる必要資金はどれくらいですか？,"世帯主が就労不能となった場合、月額27.2万円必要と考えられています。また、世帯主または配偶者が要介護状態となった場合、必要な資金は3,311万円となっており、したがって、世帯主が就労不能状態でありつつ配偶者が要介護状態となる場合、必要資金の合計は27.2万円 × 就労不能期間の月数 + 3,311万円となります。",image,i-xvii.pdf,9
finance_035,保険の世帯加入状況について、全生保と民保の加入率、個人年金保険の加入率、普通死亡保険金額、年間払込保険料において、どのような差がありますか？,"加入率は全生保が89.8%に対し民保は80.3%、そのうち個人年金保険の加入率は全生保が24.3%、民保が21.4%となっており、全生保の方がわずかに高い数値となっています。普通死亡保険金額は全生保が2,027万円に対し民保は1,927万円、年間払込保険料も全生保が37.1万円で、民保の35.9万円を上回っています。これらのデータから、全生保は民保よりも多くの契約者に対して手厚い保険金額や多様な商品を提供していることが示唆されます。",image,i-xvii.pdf,9
finance_036,生命保険(個人年金保険を含む)に対する世帯の加入意向に注目した場合、生命保険会社の営業職員と通信販売のチャネルの差異が前回調査と比較してどのように変化しているか、具体的な数値を基に説明してください。,生命保険会社の営業職員を通じた加入意向は27.5%で、前回の調査結果26.9%から0.6%増加しました。一方、通信販売を通じた加入意向は21.9%となっており、前回調査の16.2%から5.7%増加しています。従って、営業職員のチャネルの加入意向は僅かながら増加している一方で、通信販売のチャネルの加入意向は大きく増加していることがわかります。,paragraph,i-xvii.pdf,9
finance_037,世帯主が万が一の事態により3ヶ月間入院した場合、必要な資金はいくら必要と考えられていますか？,世帯主が2～3ヶ月間入院する場合、健康保険診療の範囲外の費用として必要と考える資金額は月間24.2万円と考えられています。したがって、3ヶ月入院した場合は72.6万円（24.2万円×3ヶ月）が求められます。,paragraph,i-xvii.pdf,14
finance_038,世帯主の年齢が40〜44歳の場合、金融資産平均はどれくらいか。また、全年齢の平均と比較してどの程度の差異があるか。,"世帯主の年齢が40〜44歳の場合、金融資産の平均額は767万円となっており、全年齢平均の1,117万円に比べて350万円下回っています。",paragraph,i-xvii.pdf,17
finance_039,2023年度における信託銀行の株式保有率は何パーセントですか？,22.1%です。,image,j-bunpu2023.pdf,10
finance_040,令和5年の「外国法人」の株主の増減はどのようになっていますか？,"51,137人増加しました。",table,j-bunpu2023.pdf,8
finance_041,2023年度の海外投資家の投資部門別売買状況における、大幅な買越しが見られた月とその影響について説明してください。,"2023年度の海外投資家の投資部門別売買状況では、7兆6,906億円の大幅買越しとなり、3年振りの買越しとなりました。特に、2023年4月から6月において大幅な買越しが目立ちました。この買越しにより外国法人等の株式保有金額が大幅に増加し、それが全体の株式保有比率に影響を与えました。この期間中の大幅買越しが結果として外国法人等の株式保有比率を過去最高に押し上げる要因の一つとなりました。",table,j-bunpu2023.pdf,16
finance_042,2009年から2023年までに個人株主数はどれくらい増えたか。,"2009年から2023年までに個人株主数は29,658,788人増加した。",image,j-bunpu2023.pdf,9
finance_043,2022年6月時点で、ウォレット総数が最も多いDeFiはどれか。DeFiの名称やウォレット総数について教えてください。,"Uniswapが最も多く、ウォレット数は3,438,910となっています。",table,jimukyoku.pdf,7
finance_044,アメリカでは、DeFiサービスによる不正取引の危険性について、AML/CFTを含めどのように捉えているか。また、暗号資産にAML/CFTに関する監督の強化方法として、どのような提言を行なっているか具体的に説明してください。,"米国財務省では、DeFiサービスは、法令遵守をしないサービス、仲介者不在スキーム、法域間でのAML/CFT規制ギャップ、サイバー関連の脆弱性等があり、ランサムウェア、窃取、詐欺、麻薬密輸、拡散金融等の不正行為から利益を得ようとする犯罪者に利用される危険性を内在しているとみています。パブリックブロックチェーンの透明性、中央集権型VASPでの対応、業界におけるリスク低減策をもってしても、DeFiサービスに関連する不正金融リスクは残存するため、暗号資産活動に係る米国のAML/CFT監督の強化策として次のような提言を行なっています。
ー 米国政府は、既存の監督・執行機能を強化して、DeFiサービスに係る銀行秘密法（BSA）上の義務を含むAML/CFTその他の規制遵守を向上等させるべき。その一環として、規制当局は、従前発行した規制・ガイダンスに沿う形で、既存規制がDeFiサービスへどのように適用されるかを説明するための業界へのアウトリーチを実施すべき。
ー 業界の反応を踏まえて、当局は追加的な規制行為・追加ガイダンスの発行を検討すべき。",table,jimukyoku.pdf,9
finance_045,アメリカにおいて、証券に該当するデジタル資産のインサイダー取引をどのように法律で規制しているのか。具体的に教えてください。,米国の連邦レベルでは、デジタル資産固有の不公正取引規制（インサイダー取引規制・市場操作規制）は存在せず、証券に該当するデジタル資産は証券取引所法が不公正取引規制に係る根拠規定となっています。詐欺防止規制（証券取引所法10条(b)及びルール10b-5）では、証券の売買等に関連して、SECの定める規制に反して、操作的又は詐欺的な手段又は策略を使用等することを禁じています。,table,jimukyoku.pdf,20
finance_046,少子高齢化の進行に対して、国内の銀行が提供する高齢者向け金融商品・サービスの具体例と、それらが提供され始めた背景について詳しく説明してください。,国内の銀行は、高齢者向けにシルバー定期預金や年金定期預金などの優遇金利付きの預金商品を提供しています。これらの提供は、政府が1996年に『高齢社会白書』を作成したことが契機となり、開始されました。また、年金受給者向けの各種優待商品、年金相談会、ATM利用手数料無料などの会員サービスも実施されています。その他、個人年金保険や終身保険の取り扱い、信託銀行との提携による相続関係業務（遺言信託や遺産整理業務）の充実も見られます。2012年からは『後見制度支援信託』の取り扱いが始まりました。,paragraph,news240340_1.pdf,20
finance_047,子育て支援の金融商品・サービスと、提供する銀行数を教えてください。,"子育て支援の金融商品・サービスは4つあります。
①貸出（例：金利優遇ローン）：銀行数59行
②預金（例：子育て応援定期預金）：24行
③自治体等の子育て支援事業と連携したサービス：21行
④その他（例：子供・学資保険）：19行",image,news240340_1.pdf,22
finance_048,高齢者が持つ資産を有効活用するための具体的な商品やサービスにおいて、どのような課題が提起されていますか？また、リバース・モーゲージにおけるリスクについての詳細を教えてください。,高齢者の資産を有効活用するための具体的な商品やサービスには、ファンドの利用、世代を超えたローン商品、リバース・モーゲージの活用などが挙げられます。しかし、これらの取り組みにはいくつかの課題があります。特にリバース・モーゲージに関しては、「長生き」、「金利」、「住宅価格変動」の3大リスクが存在します。「長生き」のリスクは、借手が予想よりも長く生きた場合に融資資金が不足する可能性を指します。「金利」のリスクは、金利変動によって返済負担が増加するリスクを意味します。「住宅価格変動」のリスクは、担保となる住宅の価格が下落することで、融資額が担保価値を上回ってしまう可能性です。これらのリスクがあるために、リバース・モーゲージの民間での普及が難しく、何らかの公的保証が必要だと指摘されています。,paragraph,news240340_1.pdf,28
finance_049,相続時精算課税制度の要件を緩和し、贈与税率を引き下げることが若年層の資産形成にどのように寄与するか、税制措置と金融市場の活性化の観点から説明してください。,相続時精算課税制度の要件を緩和し、贈与税率を引き下げることで、生前贈与がしやすくなります。これにより高齢者から若年層への資産移転が促され、若年層の資産形成が進むことが期待されます。若年層が資産を保有することで消費や投資が活発になり、結果として証券市場の活性化が見込まれます。さらに、配当・利子・譲渡益について一定額まで非課税とすることやより幅広い損益通算を認める金融所得課税の一体化によって投資意欲が高まり、経済全体の活性化に寄与する可能性があります。,paragraph,news240340_1.pdf,30
finance_050,2021年の手形・小切手の目標値と実績値は何枚でしたか？,"目標値は2,693万枚、実績値は2,718万枚でした。",table,news350331_1.pdf,7
finance_051,決済・経理業務の電子化推進強化月間で全銀協作成動画を利用した金融機関の割合は何％ですか？,7.7%です。,image,news350331_1.pdf,17
finance_052,電子決済手段を利用しない理由で「電子的決済手段と比べ、約束手形の方が利便性が高いため」と回答した企業の割合は何％ですか？,12%です。,image,news350331_1.pdf,24
finance_053,2022年の中堅企業のでんさいの発生記録請求件数は何件ですか？,136件です。,image,news350331_1.pdf,9
finance_054,2020年から2021年の間に全国の金融機関の預金残高が大幅に増加した理由と2007年のグローバル金融危機（GFC）期間における預金残高の傾向との違いを比較して説明します。,2020年から2021年の間に全国の金融機関の預金残高が大幅に増加した主な理由は、COVID-19ファンデミックによって政府が大規模な資金供給と制度的融資を行ったためです。これにより、企業は多くの資金を預金口座に入金することになり、同時に消費者の消費活動が抑制され、預金が増加しました。一方、2007年のグローバル金融危機（GFC）期間中は、景気後退による金融機関の信用の縮小が発生し、預金水準が下落しました。当時、預金残高が危機発生前の水準に回復するまで約3年かかりました。これら2つの時期の違いは、GFCの時期には景気後退と信用の縮小により預金が減少したが、COVID-19時期には政府の積極的な資金供給と消費の抑制で預金が急増したことである。,paragraph,staff24.pdf,4
finance_055,2001年と比較して2011年の預金残高が減少した都道府県のうち、2021年に再び増加し、2001年水準を超えた都道府県はどこですか？また、その都道府県の2021年の預金残高はいくらですか？,"次の5つの都道府県は、2001年と比較して2011年に預金残高が減少しましたが、2021年に再び増加し2001年水準を超えました。
1. 福岡県：2021年預金残高＝36.5兆円
2.茨城県：2021年預金残高＝19.4兆円
3. 宮崎県：2021年預金残高＝5.6兆円
4.熊本県：2021年預金残高＝10.6兆円
5. 岡山県：2021年預金残高＝14.3兆円",table,staff24.pdf,7
finance_056,2001年から2021年までの20年間で、全国平均の個人預金と法人預金の増減率はそれぞれどう変化しましたか？また、その間に東京都と東北地方の預貯金残高の変動について詳しく説明してください。,2001年から2011年までの10年間では、個人預金は全国平均で0.5％減少し、2011年から2021年の10年間では25％増加したため、20年間のトータルでは18.875%増加しました。一方、法人預金は2001年から2011年までで22％増加し、2011年から2021年までで76％増加したため、20年間のトータルでは約114.144%増加しました。東京都ではこの期間中、預貯金残高が特に高く、全都道府県中最も多いとされています。一方、東北地方の岩手県、秋田県、山形県などでは、2011年から2021年の間に個人預金が減少し、法人預金についても北海道、青森県、岩手県などで減少が見られました。,image,staff24.pdf,9
finance_057,2011年から2021年にかけて、預貯金残高の伸び率が最も高い都道府県はどこですか？,福島県です。,table,staff24.pdf,11
