qa_id,question,answer,type,source_file,page_no
it_011,ファクトチェックに対する日本の認知度はどの程度か。アメリカや韓国との比較についても説明してください。,調査結果によると、ファクトチェックの意味を知っている人の割合は日本が28.6％となっている。一方で、アメリカの認知度は81.9%、韓国は85.2％であり、日本と大きな差があります。日本ではファクトチェックの重要性がまだ充分に認識されていないことがわかります。,image,01point.pdf,7
it_012,スマートフォンの個人保有率、5Gに対応したスマートフォンの出荷台数、5Gの人工カバー率はどれくらいか。それぞれ具体的な数値や変化率などについて教えてください。,"スマートフォンの個人保有率は、2022年度は77.3％で、前年は74.3%から4%増加した。5Gに対応したスマートフォンの出荷台数は、2021年度は1,753万台であり前年に比べて67.7%増加した。また、5G人工カバー率は2021年時点で93.2%で、前年のデータは示されていない。",table,01point.pdf,10
it_013,デジタル田園都市国家構想の推進において、光ファイバや5Gなどのデジタル基盤の整備の具体的な目標および関連する取組について詳細に説明してください。,デジタル田園都市国家構想の推進では、光ファイバと5Gのデジタル基盤整備が重要な要素となっています。具体的に、光ファイバの世帯カバー率は2027年度末までに99.9%を達成することが目標とされており、これは『デジタル田園都市国家インフラ整備計画』に基づいて進められています。また、5Gの人口カバー率は2025年度末までに97%を目指しており、この達成をサポートするために、補助金や税制措置の導入、インフラシェアリングの推進などの取組が行われています。非常時における事業者間ローミングについては、『非常時における事業者間ローミング等に関する検討会』を開催し、携帯電話事業者間のネットワーク相互利用についての検討が進められています。,paragraph,01point.pdf,11
it_014,下請法上、親事業者は代金に関してどのような禁止事項があるか。,親事業者は、下請代金の支払い遅延の禁止されており、物品等の受領日後 60 日以内に定めた支払期日までに下請代金を全額支払わなければなりません。また、下請代金の減額も禁止されており、あらかじめ定めた下請代金を減額してはなりません。,table,06_info-services_soft.pdf,8
it_015,ソフトウェア開発を外部委託する場合、3億円の資本金基準が適用されるのはどのような場合か。具体的な条件を教えてください。,３億円の資本金基準が適用されるのは、プログラムの作成に係る情報成果物作成委託、情報処理及び運送、物品の倉庫における保管に係る役務提供委託、物品の製造委託・修理委託を行う場合、親事業者が資本金3億円超の法人事業者かつ下請事業者が資本金3億円以下の法人事業者（または個人事業者）、または、親事業者が資本金1千万円超3億円以下の法人事業者かつ下請事業者の資本金1千万円以下の法人事業者（または個人事業者）の場合です。,paragraph,06_info-services_soft.pdf,11
it_016,販売する業務システムのマニュアルを外部業者に委託する予定です。これは下請法の対象になりますか？,商品に付属するマニュアルの印刷を委託することは、製造委託に該当し、下請法の対象となります。,paragraph,06_info-services_soft.pdf,19
it_017,データセンターのベンチマーク制度について、基準を達成した事業者にはどのようなメリットがありますか？,目指すべき水準を達成した事業者は、省エネ優良事業者として社名を公表します。,paragraph,2022_01benchmark.pdf,3
it_018,データセンター事業者ではない所有者の建物を間借りして、データセンター事業を行っています。この場合、ベンチマーク指標の報告対象になりますか？,建物を貸している建物のオーナーはベンチマーク制度の対象外です。建物を間借りしてDC業を営む事業者は、テナント部分のPUEを算出し報告する必要があります。,table,2022_01benchmark.pdf,15
it_019,単独所有のデータセンターのエネルギー使用量の報告は誰が行いますか？,ハウジング事業者（管理権原箇所）とテナント事業者（使用分全て）です。,table,2022_01benchmark.pdf,24
it_020,スプリントレトロスペクティブとスプリントレビューの違いを教えてください。,スプリントレトロスペクティブは、チームがスプリント中の活動を振り返り、改善する点を見つけるミーティングです。この会議では、チームの作業プロセス、コラボレーション方法、ツールの使用に関するフィードバックを収集して、次のスプリントがより効果的になるようにします。一方、スプリントレビューは、スプリント中に開発されたインクリメント（開発成果物）をレビューし、利害関係者からフィードバックを受ける時間です。この会議では、製品目標の達成可否を判断し、次のプロダクトバックログアイテムの優先順位を調整するなどの活動を行います。,image,20220422_resources_standard_guidelines_guidebook_01.pdf,8
it_021,デイリースクラム、スプリントレビュー、およびスプリント・レトロスペクティブの各ミーティングの目的と、これらがスプリントの成果にどのように影響するかを具体的に説明してください。,デイリースクラムは、開発チームの共通理解を持ち、スプリントのゴールが達成できそうかを確認するための15分程度の短時間のミーティングです。これにより、チームはプロジェクトの進捗状況を毎日確認し、必要な調整や支援を迅速に行うことができます。スプリントレビューはスプリントの成果を確認し、ゴールがどの程度達成できたかを判断するためのミーティングです。このフィードバックをもとに、今後実施するべき事項を検討します。このプロセスは、開発チームが継続的に改善し、次のスプリントでのパフォーマンスを向上させるために不可欠です。スプリント・レトロスペクティブ(ふりかえり)は、スプリントの活動を省みて、次のスプリントの活動が効率的、効果的となるよう継続すべき工夫や取り除くべき問題、そのための施策などを検討するミーティングです。これにより、チームは自己改善を行い、より効果的な作業方法を構築することができます。これら3つのミーティングを通じて、チームはスプリントの進行を効率的に管理し、目標達成に向けて継続的に進化することができます。,table,20220422_resources_standard_guidelines_guidebook_01.pdf,8
it_022,発注者がアジャイル開発を採用する際の姿勢について、具体的にどのような準備と努力が必要か教えてください。また、準備が不十分な場合にどのようにプロジェクトの成功確率が下がるかについても詳しく説明してください。,発注者がアジャイル開発を採用する際には、いくつかの重要な準備と努力が必要です。まず、発注者（プロダクトオーナー）は仕様を決定するために、アドバイザーやエンドユーザーを含む関係者と日々確認や調整を行う必要があります。また、事業者と検討や議論を行うための日次または週数回以上の打ち合わせの時間を確保することが求められます。そのためには、十分な時間と柔軟な環境が必要です。これらの準備が不十分な場合、例えば関係者との調整が遅れたり、打ち合わせの時間が確保できなかったりすると、仕様の確認や調整が滞り、プロジェクトが遅延する可能性が高まります。結果として、予定した通りの開発が進まず、プロジェクトの成功確率が大きく下がることになります。,paragraph,20220422_resources_standard_guidelines_guidebook_01.pdf,18
it_023,スクラムマスターがプロジェクトマネージャー（PM）と混同されることによるプロジェクト進行の混乱を避けるためには、どのような対策が考えられますか？ また、その理由を述べてください。,スクラムマスターとPMの役割の違いを周囲に明確に伝える教育セッションやワークショップを設けることが重要です。スクラムマスターは対等な立場でチームをサポートし、指示をすることなくチームの自己管理を促進する役割を果たすのに対し、PMは指示や指揮を行う責任者であるため、これらの役割の違いを理解してもらうことで、誤解に基づく不要な干渉や混乱を避けることができます。また、プロジェクトの初期段階で役割分担を明確にすることも効果的です。,paragraph,20220422_resources_standard_guidelines_guidebook_01.pdf,23
it_024,アジャイル開発において、プロダクトバックログとWBSの違いを説明し、それぞれのアプローチについて説明してください,プロダクトバックログは、現段階の関心事を反映した『やるべきことリスト』であり、タスクが発生するたびに追加されるボトムアップ的なアプローチを取ります。一方、WBS（Work Breakdown Structure）は、プロジェクトを階層的に要素分解し、下位レベルの要素を足し合わせて上位レベルと一致させる『100%ルール』に従ったトップダウン的なアプローチです。,paragraph,20220422_resources_standard_guidelines_guidebook_01.pdf,26
it_025,GIGAスクール構想における学習系データと校務系データの連携の難しさについて、その原因と具体的な問題点を挙げて説明してください。,GIGAスクール構想では、1人1台端末と高速ネットワークの整備が進められており、学習系データが大量に生成されていますが、学習系と校務系ネットワークが分離されているため、円滑なデータのやり取りが難しい状況にあります。この分離の主な原因は、セキュリティの確保が求められるため、中間サーバなどを設置してデータ連携を実現しようとしても、コスト負担が大きいことやリアルタイム連携が難しい点などが挙げられます。また、中間サーバは特定のデータのみを通す前提で構築されるため、連携対象データを追加する際にはシステム変更が必要となります。このように、ネットワーク分離により、校務と教務で別々の端末を使用せざるを得ないケースが多く、整備コストや業務負担が増加するという問題が発生しています。,paragraph,20230308-mxt_jogai01-000027984_001.pdf,7
it_026,ネットワーク分離による課題として挙げられている、校務系システムと学習系システムの間でデータのやり取りが困難である点について、具体的にどのような業務上の無駄やコスト増加が発生するかを詳しく説明してください。,校務系システムと学習系システムの間でデータのやり取りが困難なため、例えば校務系システムへ入力したデータを学習系システムで利用する場合、それぞれ別々の端末でアクセスしなければならないことから、同じデータを改めて入力する必要があります。このため、二重入力による業務上の無駄が発生し、またUSB等でデータを受け渡す必要があるため、情報漏えいのリスクも増加します。さらに、中間サーバを導入することでデータの円滑なやり取りを実現しようとすると、追加のコストが発生し、リアルタイム連携も難しいという課題があります。,table,20230308-mxt_jogai01-000027984_001.pdf,11
it_027,「人為的な脅威」による情報漏洩の原因として挙げられるものは何ですか？,悪意のある他者や関係者の過失、媒体の紛失（業務用端末、USBメモリなど）です。,image,20230308-mxt_jogai01-000027984_001.pdf,17
it_028,ゼロトラストセキュリティの観点から、端末レベルでの安全性を向上させるためにモバイル端末管理(MDM)とEDRを組み合わせる利点を説明して下さい。,MDMを導入することで、各種セキュリティ設定やアップデートの一元管理が可能となり、端末ごとの設定の違いによるセキュリティホールの発生を防ぐことができます。また、紛失や盗難時には遠隔でデータの消去が行えるため、データ保護が強化されます。一方、EDRを併用することで、既知のパターンファイルにない未知のマルウェアや不審な挙動を検出し、それに対処することができるため、より強固なセキュリティが実現されます。,paragraph,20230308-mxt_jogai01-000027984_001.pdf,18
it_029,校務DXにおいて、ネットワークや利用端末のセキュリティを強化したい。児童生徒の学習履歴など、機密度の高い情報にアクセスを制限する際に、どのようなセキュリティ対策機能を組み合わせるべきか。,気密度の高い情報へのアクセスを制限するには、技術的対策として多要素認証やSSO、通信経路の暗号化、Webフィルタリングなどの手法を組み合わせることで、認証の強度を高め、通信の安全性を確保することが重要です。また、MDMやアンチウイルス、データ暗号化、IDS/IPSによる総合的な端末管理と不正アクセス防止策が必要です。一方、利用者である教職員や児童生徒のリテラシーを向上させることで、これらの技術的対策が効果的に機能し、セキュリティの実効性が高まります。例えば、利用者に対し多要素認証の重要性を理解し正しく使用する方法を徹底することで、認証技術の優位性が発揮されます。,paragraph,20230308-mxt_jogai01-000027984_001.pdf,19
it_030,小学校と中学校の校務におけるクラウドサービスの活用状況について、最も活用が進んでいる校務、活用が進んでいない校務は何ですか？小学校、中学校それぞれ具体的な調査数値も含めて提示してください。,小学校で最もクラウドサービスの活用が進んでいる業務は「資料や教材等の教師間での共有のデジタル化」で85.9%を閉めています。一方、中学校で最もクラウドサービスの活用が進んでいる業務は「児童生徒向けアンケートのデジタル化」で85.3%となっています。,image,20230308-mxt_jogai01-000027984_001.pdf,30
it_031,クラウドサービスの普及に伴って、社会にどのような影響があったとされていますか？,クラウドサービスの普及に伴い、自治体や企業がオンプレミス環境からクラウド環境へ移行し、リモートワークやリモート授業が可能になりました。また、社会全体のデジタル化を支える重要な基盤となっており、新型コロナウイルス感染症の対応においてもクラウドサービスが不可欠な役割を果たしたとされています。,paragraph,000843318.pdf,11
it_032,「クラウド・バイ・デフォルト原則」とは何ですか？,「クラウド・バイ・デフォルト原則」とは、政府情報システムを整備する際に、クラウドサービスの利用を第一候補とする考え方です。,paragraph,cloud_policy_20210910.pdf,5
it_033,通信サービスの基本料金プランの申込みや利用に際して、どのような前提条件や制約条件がありますか？,契約者の年齢などにより基本料金プランの申込みに前提条件や制約条件がある場合、それらの事項が明示されます。また、基本料金プランの適用時期に条件がある場合や、併用不可能な料金プランやサービスがある場合も、その条件が記載されます。,table,Criteria_for_advertise_ver13f2.pdf,49
it_034,「ステップ2: 安全防護」とはどういう意味ですか？,「ステップ2: 安全防護」とは、危険が発生する可能性がある場合に、そのリスクを防ぐための対策を講じることです。これは、危険の発生を防止するための次の段階の対策です。,image,IoTguidelineBetsu8kaisetsu_20230619.pdf,5
it_035,IoTの「使用時の残留リスク」とは何ですか？,「使用時の残留リスク」とは、遠隔操作に伴うリスク低減策を講じた後でも、完全に排除できないリスクのことです。,image,IoTguidelineBetsu8kaisetsu_20230619.pdf,7
it_036,AIが社内業務の効率化の活用例として、翻訳、文案作成の他に3つの例を挙げてください。,文章チェック、効率化、自動化が挙げられます。,table,report.pdf,7
it_037,IaaSとオンプレミスの違いをインフラ管理の観点から説明してください。,IaaSは利用者にCPU機能、ストレージ、ネットワークなどの基礎的な情報システムリソースを提供し、利用者はそのリソース上にOSや任意の機能を構築可能なクラウドサービスです。一方、オンプレミスは従来型の構築手法で、アプリケーションごとに個別の動作環境（データセンター、ハードウェア、サーバ等）を準備し、自らコントロールするものです。,table,cloud_policy_20210910.pdf,6
it_038,クラウド・バイ・デフォルト原則の利用検討プロセスにおいて、対象となるサービスや業務の基本属性を明確化するために具体的にどんな情報が必要ですか？具体例を挙げて説明してください。,クラウド・バイ・デフォルト原則の利用検討プロセスにおいて、対象となるサービスや業務の基本属性を明確にするためには、次のような情報が必要です。まず、主なサービス利用者が誰であるか（例えば国民向けサービスか職員向けサービスか）や、その利用者の詳細情報が必要です。また、インターネット利用を前提とした業務かどうかや、サービスの種別（例: 特定の業務かコミュニケーション系か）などを把握する必要があります。さらに、他のサービスやシステムとの連携性についても考慮することが求められます。,paragraph,cloud_policy_20210910.pdf,11
it_039,省庁のパブリック・クラウドのグループ利用のメリットや、各省庁に求められる対応について説明してください。,グループ利用の場合、府庁PMOがクラウドサービスを一括して調達し、各PJMOにリソースを分配・管理します。これによりITガバナンスが強化され、各プロジェクトがITガバナンスの一貫性を保ちながら運営されることが可能になります。具体的な利点としては、個々のPJMOが個別にクラウドサービスを調達する手間が省けること、ITガバナンスが統一されること、そして情報セキュリティ対策の標準化と高い水準の情報セキュリティ対策を担保できることが挙げられます。一方で、PMOの介入により調達手続きが煩雑になることや即時性、柔軟性が失われるリスクもあります。こうした介入は、全体の管理効率を上げる反面、各プロジェクトが迅速かつ柔軟に最新技術を導入する障害となる可能性があります。,paragraph,cloud_policy_20210910.pdf,16
it_040,独自システムの構築が必要な小規模システムの場合、IaaS/PaaSを利用することが望ましい理由について、情報セキュリティとコスト面の観点から説明してください。,独自システムの構築が必要な小規模システムが、独自にインフラ環境を構築し、または管理機能や情報セキュリティ対策を行うことは、コスト面において非効率となることがある。また、情報セキュリティや運用性が不十分になる可能性がある。そのため、SaaS利用で代替できない小規模システムは、これらの課題を解決するためにIaaS/PaaS(プライベート・クラウド)を利用することが望ましい。,paragraph,cloud_policy_20210910.pdf,17
it_041,通信事業者が広告にベストエフォートという用語を用いる場合、一般消費者にどのような配慮が必要か。,電気通信事業者が広告表示において「ベストエフォート型サービス」の用語を用いる場合には、一般消費者によるサービス内容の誤解を防ぐよう、単純に「ベストエフォート型サービス」と表示するのみでは表示として不十分です。電気通信サービスの品質が通信環境によって変化し得るものであること等、一般消費者が理解できるよう用語の意味をわかりやすく示す必要があります。,paragraph,Criteria_for_advertise_ver13f2.pdf,31
it_042,自動的に通信網を切り替えて緊急通報を行うようなIP電話向けのサービスを提供している。IP電話について広告を行う場合、広告表現について何か配慮する必要はあるか。配慮が必要な場合、どのような表現が望ましいか例を提示してください。,IP電話経由では緊急通報ができないが「110番」「119番」等の番号をダイヤルした場合には自動的に他の通信網に迂回して緊急通報を可能とする機能を有するサービスを提供している場合、「緊急通報ができる」旨の表示を行おうとするときは、例えば「自動的に他の通信網に迂回すること」を表示するなど、その条件を明らかにしておく必要があります。表事例：：「『１１０番』『１１９番』等の緊急通報、フリーダイヤル等の特別番号、携帯電話・ＰＨＳ、○○○、○○○にかけた場合、自動的にお客様がご契約の一般電話に切り替わっての接続となります。」,paragraph,Criteria_for_advertise_ver13f2.pdf,37
it_043,携帯電話サービスをテレビCMとして流したい場合、自主基準ガイドラインに関する情報は何秒表示すれば良いでしょうか。また、表示文字数に関する基準があれば教えてください。,2秒以上表示する必要があります。また、文字数は１行３０文字までとし、画面アスペクト比４：３においても１行３０文字までです。複数行など１画面計３０文字以上を表示する場合は２秒を超える露出とし、視認できる露出時間を十分に確保するものとします。文字数は全角・半角・記号とも 1 文字とカウントし、スペースはカウントしません。,table,Criteria_for_advertise_ver13f2.pdf,57
it_044,スマートフォンの端末の広告チラシを作成しています。端末に搭載しているカメラ機能に関して、記載ルールはありますか？,"記載あルールがあります。表示事項項目名称は「カメラ」としてください。デジタルカメラの性能において最も普遍的である画素数の単位は「○画素
（※）」とします。（※）総画素数のみの表示は不可とし併記または有効画素数のみの表示とする。
カメラの使用上の制約事項（携帯電話サービスの解約後や SIM カードを抜いた状態では使用不可等）があれば記載します。オートフォーカス機能の有無、ストロボ機能の有無など、利用者にとって重要と思われる機能は付記してください。",table,Criteria_for_advertise_ver13f2.pdf,61
it_045,IoTガイドラインにおける「主に間接的な被害」のリスク低減のために、製造事業者と使用者がそれぞれとるべき具体的な対策は何ですか？,"「主に間接的な被害」は、安全規格等の遵守だけではリスク低減はできず、製造事業者による予防安全機能及び使用者が注意して使用することによってリスクを低減します。
製造事業者は予防安全機能を搭載することでリスクを低減します。また、使用者は注意書などを良く理解して使用することが求められます。",paragraph,IoTguidelineBetsu8kaisetsu_20230619.pdf,6
it_046,IoTガイドラインにおけるスリーステップメソッドの各ステップがどのように製品の全体的な安全性の向上に寄与するか、説明してください。,スリーステップメソッドの各ステップは互いに補完し合い、製品の全体的な安全性を向上させる役割を果たします。ステップ1では、本質的な安全設計を行います。ステップ2は、安全防護が目的で、製品に安全装置を取り付けることが必要です。ステップ3では、製品の使用上の注意を喚起するため、使用上の注意（誤使用防止）の表示、予防安全機能の実装、使用上の注意（過信に注意）の表示を行います。これにより、各ステップが総合的に製品の安全性を確保することができます。,image,IoTguidelineBetsu8kaisetsu_20230619.pdf,6
it_047,「遠隔操作に不向きな機器」とはどのような機器を指すか。具体的に説明してください。,「遠隔操作に不向きな機器」を次の３つに分類しており、① 人の注意が行き届くところで使うことを前提に安全設計しているもの、② 比較的長時間運転の機器で遠隔操作のリスクを十分に低減できないもの、③ 比較的長時間運転の機器で遠隔操作ではその機能／役割を果たせないもの、または機器の機能、役割から遠隔操作する意味がないものが該当します。,paragraph,IoTguidelineBetsu8kaisetsu_20230619.pdf,10
it_048,脆弱性対策情報データベースに2024年第2四半期に登録された総脆弱性対応情報の件数は何件ですか？情報の収集元別の件数も教えてください。,"2024年第2四半期中にJVN iPediaに登録された脆弱性対応情報の総数は1,463件です。情報収集元別に分けてみると、国内ソフトウェア開発者が公開した情報は1件、JVNで公表した情報は87件、NVDで公開した情報は1,375件です。",paragraph,JVNiPedia2024q2.pdf,3
it_049,2024 年第 2 四半期に登録された脆弱性対策情報のうち、最も多い件数を占めた脆弱性タイプは何ですか？また、その脆弱性は悪用された場合に具体的にどのような被害が生じる可能性がありますか？,2024 年第 2 四半期に登録された脆弱性対策情報の中で、クロスサイトスクリプティング(CWE-79)が256件と最も多くありました。この脆弱性が悪用されると、偽のウェブページが表示されたり、ユーザーの個人情報が漏洩するおそれがあります。,paragraph,JVNiPedia2024q2.pdf,4
it_050,2024年4月から6月において、JVN iPediaの脆弱性対策情報登録件数が最も多い製品は何ですか？,Linux Kernel (Linux)で、登録件数は252件です。,table,JVNiPedia2024q2.pdf,8
it_051,AI利用に関するマネジメントの対応手順や体制について、企業規模の差はありますか？中小規模企業と大規模企業それぞれの傾向を説明してください。,中小規模と大規模企業で差が見られます。管理や利用のルールが明文化され、事業部門・リスク管理部門が連携して対応する体制が整っている企業は中小規模企業12.5%に対し、大規模企業は20.3%です。また、AIを利用する事業部門が関連部門の助言を得て対応するが、前者的な規則化に至っていない企業は中小企業25.9%、大規模企業31.2%であり、大規模企業の方がAI利用の対応手順や体制が整っていることがわかります。,image,report.pdf,11
it_052,AI技術を利用する際のセキュリティ教育普及啓発と社内リテラシー向上に関する現状について教えてください。,現状、セキュリティ教育普及啓発が進んでいるのは15.6%であり、社内リテラシー向上・普及啓発に関しても15.0%にとどまっています。,paragraph,report.pdf,12
it_053,生成AIの利用にあたり、生成AIコンテンツに対する課題としてどのような傾向があるか。詳しく説明してください。,生成AIコンテンツに関わる課題では、「生成コンテンツの品質向上のための職員のスキル向上」と「悪意のある生成AIコンテンツを含む詐欺攻撃による金銭被害・情報流出」などが挙げられます。事業に影響するほど大きい課題かという問いに対し、「非常に大きな課題である」、「やや課題だと思う」を合わせた結果、最も多いのは詐欺による金銭被害・情報流出でしたが、いずれの事象も60％以上が課題と考えており、差は大きくありません。優先度がつけられてないことが考えられ、対応の遅れが懸念されます。,image,report.pdf,13
it_054,企業のAIサービスの導入を阻害する主な要因は何ですか？調査結果をもとに説明してください。,業務にAIを利用しない理由として、AIを利用する環境が整っていないことが、利用/許可しないことの一番の要因となっています。「AIを導入するほどITを活用できていない」にあてはまるまたはややあてはまると回答した割合は合計35.2%と最も高い数値になりました。セキュリティや安全に対するリスクを懸念するとの回答も4分の1程度あります。,paragraph,report.pdf,14
it_055,情報通信分野における技術者として、最新のブロードバンド・IPネットワークおよびサイバーセキュリティだけでなく、無線に関する高度な知識や技術、スキルも修得する必要がある理由を具体的に説明してください。,パソコンやスマートフォンをWi-Fiに接続して使用する環境が整い、IoTにおいては「もの」とネットワークの接続には無線が使われ、端末機器の接続に無線はかかすことのできないものとなっており、無線の最新技術はローカル5GやIoTの実現に不可欠な要素となっています。ローカル5Gの基地局設置には第三級陸上特殊無線技士の資格が必要であり、高度な無線技術の理解が求められます。そのため、最新のブロードバンド・ＩＰネットワークやサイバーセキュリティ等の知識・技術・能力だけでなく、無線の最新の知識・技術・能力を修得することで、ローカル5G、IoTなどのICTを活用したソリューションを構築できる技術者が期待されています。,paragraph,skillup_guideline.pdf,12
it_056,新規追加要件のサイバーセキュリティに関する法規の概要に含まれる主な項目は何ですか？,サイバーセキュリティに関する法規の概要には、「電子政府における調達のために参照すべき暗号のリスト（CRYPTREC 暗号リスト）」、「個人情報の保護に関する法律」、「特定電子メールの送信の適正化等に関する法律」、「刑法（サイバー攻撃関係の罪（不正指令電磁的記録に関する罪（マルウェア作成罪）、電磁的記録不正作出罪（データ改ざん罪）））」が含まれています。,table,skillup_guideline.pdf,20
it_057,「分野別要件整理表」新規追加要件の5Gのネットワーク構成の技術は何ですか？,「LTE-NR Dual Connectivity」と「サービスベースドアーキテクチャ（SBA）」です。,table,skillup_guideline.pdf,18
