qa_id,question,answer,type,source_file,page_no
public_011,ふるさと納税に係る指定制度の適正な運用を確保するための申出書の提出プロセス、および必要な書類に関する詳細な条件とその内容とは何ですか。,ふるさと納税に係る指定制度の適正な運用を確保するためには、地方団体は総務大臣への申出書を提出し、それにふるさと納税の募集の適正な実施に関する事項を記載する必要があります。申出書には以下の書類を添付し、各様式の記載要領に従って記載しなければなりません。1. 指定対象期間に受領する寄附金の見込額及びその募集に要する費用の見込額（様式1-1）2. 前年度に受領した寄附金及びその募集に要した費用（様式1-2）3. 前指定対象期間に受領した寄附金及びその募集に要した費用（様式1-3）4. ふるさと納税の募集に要した費用についての改善方策等（様式1-4）5. 指定対象期間に提供する返礼品等の内容（様式2）,table,000956094.pdf,1
public_012,人気施設の特別入場チケットを返礼品として提供する場合、入場チケットの費用は、ふるさと納税に関するどのような費用で対応すれば良いですか？また、ふるさと納税の業務を行ったスタッフに支払われる人件費はどの費用に該当しますか？,施設の入場チケットを返礼品として提供した場合は、「返礼品等の調達に係る費用」となります。また、ふるさと納税に関する業務を行ったスタッフの人件費は、「事務に係る費用」に該当します。,image,000956094.pdf,4
public_013,令和5年10月1日から開始する指定対象期間において、ふるさと納税の募集費用の合計額が寄附金受領額の合計額の5割を超過した地方団体が指定の取消しとなる場合、その後の期間にどのような制約が課せられるか具体的に説明してください。,指定の取消しとなった地方団体は、取消しとなった日から2年を経過する日の属する月まで申出書の提出ができません。また、令和5年10月1日から開始する指定対象期間において寄附金受領額の合計額の5割を超過した場合、令和7年10月1日から開始する指定対象期間まで指定を受けることができません。,table,000956094.pdf,4
public_014,地場産品基準における地域経済の活性化と関連して、返礼品が原産地外でも同様に提供されている場合、提供可能な返礼品として認められる具体的な条件は何ですか？さらに、これに関する具体的な改正点は何ですか？,返礼品が原産地外でも提供されている場合、その返礼品が提供可能と認められるためには、地域経済の活性化に寄与し、区域内で生産や付加価値創出がされたものである必要があります。具体的な改正点として、告示第5条第3号では、区域内での工程が製品の価値の過半が生じている場合に限り該当する旨の証明が必要とされています。さらに、地域との関連性が希薄なものは返礼品から除外されると明記されています。,paragraph,000956094.pdf,5
public_015,寄付に提供される輸送品の費用と搬送品の生産地基準について、地方税法に従って特定の寄付金（特例控除対象寄付金）として認められるための基準について説明してください。,地方税法第37条の2によると、特定の寄付金（特例控除対象寄付金）として認められるためには、複数の基準を満たさなければなりません。まず、出荷品の費用の基準は、寄付金額の30％を超えてはならず、これは総務大臣が定めた方法に従って算定されます。また、返送品は当該都道府県等の区域内で生産または提供された物品またはサービスでなければならず、総務大臣が定める基準に適合しなければなりません。,paragraph,000956094.pdf,8
public_016,地方団体が返礼品等として提供する食品について、産地名の適正な表示を確保するために講じるべき具体的な措置を説明してください。,地方団体が返礼品等として提供する食品の産地名の適正な表示を確保するためには、以下のような具体的な措置を講じる必要があります。まず、当該食品を取り扱う者との契約において、産地名を適正に表示する旨を規定し、地方団体が必要と認める場合には実地調査を行うことができる旨を明記することです。また、定期的に必要な調査を行い、適正な表示が行われていない疑いがある場合や基準に適合しないおそれがある場合には速やかに実地調査を行うことが求められます。,paragraph,000956094.pdf,11
public_017,来日した外国人が旅行中に支払った1人あたりの支出の総額について、総支出が最も多かった国の上位3つを教えてください。また、それぞれの総支出金額も教えてください。,"1人当たり総支出が最も多かった国は、スペイン339,135円、英国 338,501円、オーストラリア 330,510円です。",table,001750938.pdf,17
public_018,2019年の訪日外国人旅行消費額は何億円でしたか？,"48,135億円です。",table,001750938.pdf,18
public_019,台湾から来た人の旅行消費額のうち、飲食費は何%を占めますか？,飲食費は、21.4%です。,table,001750938.pdf,20
public_020,訪日外国人が目的を問わず買い物をした場所について、空港の免税店を除き最も利用された場所の上位5つと、利用率の数値を教えてください。,多い順に、コンビニエンスストア（83.6%）、ドラッグストア（56.0%）、百貨店・デパート（55.6%）、スーパーマーケット（47.6%）、観光地の土産店（36.5%）となっています。,image,001750938.pdf,23
public_021,65歳以上の者がいる世帯について、2001年に比べて2023年はどれくらい増加したか。調査数値をもとに回答してください。,"65歳以上の者がいる世帯は、2001年には16,367千世帯でしたが、2023年には26,951千世帯に増加しました。増加数は10,584世帯、増加率は約64.7%です。",table,10.pdf,6
public_022,児童がいる世帯において、母親が正規職員として働いている割合はどれくらいか。2023年の調査結果をもとに教えてください。,母が正規の職員・従業員で働いている世帯の割合は、2023年は約32.4%です。,table,10.pdf,10
public_023,脱炭素先行地域づくりを通して、どの程度の経済効果が見込めるか。経済規模や雇用規模、コスト削減効果について詳しく説明してください。,"人口 1,000 人の脱炭素先行地域づくりを想定して、発生する経済活動の規模（どの程度経済が動くのか）を環境省が試算した結果、住宅・ビル・電動車・再エネ等の設備投資 の直接効果は約 34～72億円、波及効果は約 11～24億円、雇用規模は約80～180人の見込みです。再エネの売上や省エネのコスト削減効果は、直接効果は年額約 2.1～3.9 億円、波及効果は年額約 0.7～1.3 億円、雇用規模は約 30～50人と算出されています。",table,①地域脱炭素ロードマップ.pdf,11
public_024,バイオマス産業都市 、畜産バイオマス地産地消対策事業について、それぞれの取り組みの概要と、地域脱炭素への活用例方法を教えてください。,バイオマス産業都市は、経済性が確保された一貫システムを構築し、地域の特色を活かしたバイオマス産業を軸とした取組を実施する地域の選定・公表するもので、地域脱炭素に関する各種施策・制度の活用等、関係７府省の連携による、選定地域における事業化の推進を行います。畜産バイオマス地産地消対策事業は、家畜排せつ物等のバイオマスを活用したバイオガスプラント導入等を支援するもので、畜産農家等におけるバイオガスプラント導入によりエネルギー地産地消を推進する事業に使われます。,table,①地域脱炭素ロードマップ.pdf,39
public_025,地方公共団体が標準準拠システムを利用する前に確認しなければならない事項について、標準準拠システムの際に特定の機能が実装されているかどうかの確認方法について詳しく説明してください。,地方公共団体は標準準拠システムを利用する前に、実装必須機能と標準オプション機能が実装されていること及びそれ以外の機能が実装されていないことを確認しなければなりません。この確認は、事業者が地方公共団体に提示する提案書やマニュアル等において、機能標準化基準に規定される機能IDごとにどの操作・画面において当該機能が実装されているのかを明示することで効率的に行うことができます。,paragraph,20231027_policies_local_governments_outline_02.pdf,4
public_026,地方公共団体情報システム標準に準拠したシステムは、どのような基準で判断できるのか？,デジタル庁が提供するツールを使用することで、標準化基準に係る適合確認試験に合格したシステム（適合システム）を地方公共団体が利用できるようになります。この適合システムは、データ要件・連携要件の標準に適合したものとみなされるため、地方公共団体が独自に適合性確認を行う負担が軽減されます。また、これらのツールのサービスも地方公共団体が利用することが可能であるため、適合性の確認のプロセス全体が効率化されます。,paragraph,20231027_policies_local_governments_outline_02.pdf,5
public_027,地方公共団体情報システムの標準化について、各業務システムは標準仕様書にいつまでに適合する必要があるのか。,各業務システムは、それぞれの標準仕様書に適合する必要があります。標準仕様書において機能要件ごとに適合基準日が定められていることから、それぞれの適合基準日までに当該機能について実装していることが求められます。,paragraph,20231027_policies_local_governments_outline_02.pdf,10
public_028,令和5年3月末までに公表された標準仕様書に記載のある機能IDについて、適合基準日を教えてください。,令和５年３月末時点で公表された標準仕様書（令和５年度に初めて公表される場合は、当該公表された標準仕様書）に記載されている機能IDの適合基準日は、令和8年4月1日です。,paragraph,20231027_policies_local_governments_outline_02.pdf,13
public_029,デジタル田園健康特区に含まれる自治体はいくつですか？,3自治体（加賀市、茅野市、吉備中央町）です。,image,20231102_sesaku3.pdf,3
public_030,令和5年度補正予算額において、デジタルライフラインの全国整備のために、総務省、経済産業省、国土交通省がどのような事業にどれくらいの予算を使用する予定か。,総務省は自動運転の社会実装に向けてデジタルインフラの整備を推進しており、205.0億円を割り当てています。また、経済産業省は自動運転等の先行実装のためのデジタルライフライン整備事業に127億円を、さらにモビリティDX促進のための無人自動運転開発・実証支援事業に27億円を投じています。国土交通省もデジタルライフライン構築等のための 「道路システムのDX」に65.0億円を割り当てています。,table,20231102_sesaku3.pdf,6
public_031,ドローンのレベル3飛行の規制関連について、政府が検討している改革案を教えてください。,レベル３飛行（無人地帯における目視外飛行）では、補助者、看板、道路横断前の一時停止等が必要とされています。規制の見直しを行い、操縦ライセンスの保有、保険への加入、機上カメラによる歩行者等の有無の確認により、現在の立入管理措置を撤廃するレベル3.5飛行を創設します。,image,20231102_sesaku3.pdf,7
public_032,ドローンの活用推進に関する政府の取り組みについて、許可申請手続きについて予定されているものはありますか？,無人航空機のレベル1・2（目視内飛行）の許可・承認申請手続が短期化されます。飛行に関する許可・承認申請手続の抜本的な短期化（現状10開庁日）を令和５年中に行います。その具体的な方法として申請書の記載事項を明確化することにより、無人航空機の飛行手続が迅速に行えるようになります。,paragraph,20231102_sesaku3.pdf,7
public_033,デジタル庁が進めているPMHが、母子保健にどのように関与するのか説明してください。,デジタル庁は、住民、医療機関、自治体の情報連携基盤となる、Public Medical Hub（PMH）令和５年度に開発し、これを活用した母子保健情報の更なる連携に係る業務要件定義等の母子保健のデジタル化の推進を行います。産婦健診や電子カルテとの連携等の医療機関業務に係る機能、里帰り出産への対応等が期待されています。,paragraph,20231102_sesaku3.pdf,11
public_034,ABRの整備による効果を教えてください。,住所や所在地の表記揺れを解消し、不動産の住所調査業務や行政手続きを効率化します,image,20231102_sesaku3.pdf,17
public_035,海事行政DXの推進に取り組む背景や、取り組みの目的、現状の課題について教えてください。,知床遊覧船事故を背景に、海事行政DXが求められています。海事行政関係情報の一体的な管理・分析、旅客船等事業者に関する情報のデジタル化を推進し、事業者等が「安全管理体制の強化」、「船員の資質の向上」等の安全対策に早急に注力できる環境整備を図ることを目的としています。現状、アナログな行政手続きや情報の個別管理により、関連産業の安全性向上と業務効率化による生産性・利便性の向上が課題となっています。,paragraph,20231102_sesaku3.pdf,23
public_036,地域女性活躍推進交付金について、デジタル人材・起業家育成支援型における補助率と交付上限額は活躍推進型と比べてどのように異なりますか。また、それぞれのメニューに対応する政令指定都市と市区町村の交付上限額を具体的に挙げてください。,デジタル人材・起業家育成支援型の補助率は3/4で、交付上限は政令指定都市の場合750万円、市区町村の場合375万円です。一方、活躍推進型の補助率は1/2で、交付上限は政令指定都市の場合500万円、市区町村の場合250万円です。,table,20231102_sesaku3.pdf,44
public_037,女性の健康の維持や向上を目的に国立成育医療研究センターが行っているデータ収集・解析の具体的な方法とその目的について詳しく説明してください。,国立成育医療研究センターは、女性の健康を維持し向上させるために、女性のライフコースに応じたデータの収集と解析を行っています。具体的には、医療機関や研究機関から協力を得て、ホルモンバランスの変化などによる心身の状況を詳細に記録し、解析します。このデータは、女性の健康や疾患における心身の性差を理解し、病態の解明や予防、治療方法の開発に役立てられるエビデンスを創出するための基礎情報として利用されます。また、収集したデータはAIを用いた予測モデルの構築にも活用され、将来的な健康リスクの予測や早期介入のための手段となります。,paragraph,20231102_sesaku3.pdf,45
public_038,オープンイノベーション促進税制において、スタートアップ企業の株式取得に対する税制優遇措置は、新規発行株式と発行済株式の場合でそれぞれどのように異なり、またこれらの株式取得に対する所得控除の適用条件は具体的に何か？,オープンイノベーション促進税制の下で、新規発行株式の取得は「新規出資型」として分類され、発行済株式（50%以上の取得）は「M&A型」として分類されます。新規出資型では、国内事業会社またはその国内CVCがスタートアップ企業の新規発行株式を取得する場合に、その取得価額の25%を課税所得から控除できます。一方、M&A型ではスタートアップの成長に資するM&Aが成長投資・事業成長の要件を満たさなかった場合、所得控除分を一括取り戻されるリスクがありますが、同様に取得価額の25%を所得控除できます。所得控除の適用条件として、新規出資型の株式取得下限額は大企業1億円、中小企業1千万円、海外スタートアップの場合一律5億円であり、M&A型では株式取得上限額が200億円/件、下限額は5億円/件です。,paragraph,kaisetsushiryou_2024.pdf,13
public_039,イノベーション拠点税制における所得控除について、控除対象となる研究開発活動に関して具体的にどのような条件が求められますか？,イノベーション拠点税制における所得控除の対象となるためには、企業が主に「国内で」「自ら」開発した知的財産権（特許権、AI関連のプログラムの著作権）から生じるライセンス所得、譲渡所得である必要があります。この条件を満たしているか、産業競争力強化法において新設する規定により確認します。,paragraph,kaisetsushiryou_2024.pdf,16
public_040,「カーブアウト加速等支援事業」の主な目的は何ですか？,事業会社に蓄積されている技術を活用し、新たな会社を立ち上げた者や立ち上げる意思を持つ者に研究開発費の助成や専門家による伴走支援、経営人材のマッチングや技術シーズの発掘等の支援を行うことです。,image,kaisetsushiryou_2024.pdf,21
public_041,グローバル・アクセラレーション・ハブの拠点がある北米の都市を全て教えてください。,グローバル・アクセラレーション・ハブの北米の拠点は、ボストン、ニューヨーク、シカゴ、オースティン、シリコンバレー、ロサンゼルスサンディエゴ、トロントにあります。,image,kaisetsushiryou_2024.pdf,24
public_042,産業革新投資機構がベンチャー・グロース・インベストメンツを通じて設立したファンドについて、資金規模や設立時期を教えてください。,"産業革新投資機構(JIC)は子会社であるベンチャー・グロース・インベストメンツ(VGI)を通じて、いくつかのファンドを設立しました。2023年1月にはJIC VGIが運用する2号ファンドを設立し、そのファンドサイズは2,000億円です。また、2023年9月にはセカンダリーマーケットや上場済みスタートアップに対する資金供給を行うJIC VGIオポチュニティファンド1号を設立し、そのファンドサイズは400億円です。",paragraph,kaisetsushiryou_2024.pdf,32
public_043,スタートアップ支援資金と挑戦支援資本強化特別貸付の融資限度額と返済期間の違いに加えて、要件や利率、保証人の条件も比較して詳しく説明してください。,スタートアップ支援資金は融資限度額が20億円で直接貸付、返済期間は20年以内、要件はJVCAの会員又は中小機構もしくはJICが出資するLPSから出資を受けていること、またはJ-Startup等に選定されている等で、利率は使途や融資期間、担保の有無等により変動し、担保は要相談ですが保証人は不要となっています。一方で、挑戦支援資本強化特別貸付は融資限度額が10億円、返済期間は5年1ヶ月または6-20年までの各年（期限一括償還）、要件は新規事業や企業再建等に取り組む企業で、利率は直近の決算の業績に応じて変動し、担保および保証人は不要となっています。つまり、スタートアップ支援資金の方が融資限度額が高く、要件が限定されているのに対し、挑戦支援資本強化特別貸付は要件が幅広く、担保も不要です。,image,kaisetsushiryou_2024.pdf,33
public_044,宇宙戦略基金の設立と関連する技術開発テーマの具体的な支援分野について説明し、各分野間でどのように柔軟な移行が可能かを詳述してください。,宇宙戦略基金は、民間企業や大学、スタートアップ、国立研究機関に対して10年間にわたる研究開発支援を強化する目的で設立されています。基金は「輸送」「衛星等」「探査等」の3つの分野にフォーカスし、それぞれの分野に対して「商業化支援」「社会課題解決」「フロンティア支援」の方向性に基づいた支援を行います。分野間や枠組み間の柔軟な移行が推進されることで、資源の効率的な活用とシナジー効果を最大限に引き出すことが期待されています。例えば、輸送技術が商業衛星の発展に貢献し、将来の探査ミッションの基盤となる場合などが考えられます。このように、各分野の研究開発は相互に補完し合いながら進行することができます。,paragraph,kaisetsushiryou_2024.pdf,38
public_045,インボイス制度の2割特例の対象者の基準について、具体的に教えてください。,"２割特例の適⽤対象者は、インボイス制度を機に免税事業者からインボイス発⾏事業者
として課税事業者になった者であす。具体的には、次に該当する者が対象となります。
・ 免税事業者がインボイス発⾏事業者の登録を受け、登録⽇から課税事業者となる者
・ 免税事業者が課税事業者選択届出書を提出した上で登録を受けてインボイス発⾏事業
者となる者",paragraph,qa_futankeigen.pdf,3
public_046,取引時の振込手数料を売り手が負担しました。返還インボイスの交付義務免除の対象になるのはどのような処理を行った場合ですか？,売り⼿が負担する振込⼿数料相当額を売上値引きとして処理している場合には、返還インボイスの交付義務免除の対象となります。,paragraph,qa_futankeigen.pdf,4
public_047,2割特例の対象者です。仮に令和6年の課税売り上げが1千万円を超えた場合、2割特例は適用されなくなりますか？適用されない場合、いつから適用外になりますか？,令和6年における課税売上⾼が 1 千万円を超えた場合、2割特例が適用されなくなります。具体的には、令和8年分の申告から2割特例の適用対象外となります。,paragraph,qa_futankeigen.pdf,6
public_048,インボイス制度が施行開始された後でも、免税事業者が登録申請を行うことは可能か？,可能です。免税事業者が令和5年10月以降にインボイス制度に登録申請を行う場合、提出日から15日以後の日を登録希望日として記載すれば、その登録希望日から登録を受けることが可能です。,paragraph,qa_futankeigen.pdf,15
public_049,「プロポーザル方式」と「総合評価方式」の違いについて、詳細に説明してください。また、それぞれの調達方法が適用される条件についても述べなさい。,「プロポーザル方式」と「総合評価方式」には次のような違いがあります。「プロポーザル方式」は高度な知識、構想力、専門的な技術力及び経験が必要な業務で、業務を履行するための技術提案に基づいて仕様を作成し、最も優れた成果が期待できるものです。それに対して、「総合評価方式」は高度な知識や構想力、専門的な技術力及び経験が必要なものの、事前に業務の仕様が確定可能であり、参加企業の提示する技術等により業務成果に相当程度の差異が期待できる業務に適用されます。,paragraph,r06_06_guideline_itaku.pdf,4
public_050,神奈川県企業庁における総合評価方式の『簡易型』と『特別簡易型』の技術資料について説明し、それぞれの技術的能力の評価項目についても教えてください。,『簡易型』では、技術資料としては、当該業務の履行に必要な技術力を業務実施方針として求めるほか、企業及び配置予定技術者の技術的能力に関する資料を求める。また、必要に応じ企業の社会性・信頼性及び地域特有の課題(施策)への取組に関する資料を求めます。企業の技術的能力として、同種業務実績、地域精通度、業務成績評定点の平均点、ISO9001及びISO14001認証取得により評価されます。一方、『特別簡易型』では、技術資料としては、企業及び配置予定技術者の技術的能力に関する資料を求めます。また、必要に応じ企業の社会性・信頼性及び地域特有の課題(施策)への取組に関する資料を求める場合があります。 評価項目としては、同種業務実績、地域精通度、業務成績評定点の平均点、ISO9001及びISO14001認証取得が含まれます。,paragraph,r06_06_guideline_itaku.pdf,5
public_051,総合評価方式による入札執行手続きにおいて、技術資料に関する疑義等申立てはどの段階で行われ、どのように処理されるのか？,技術資料に関する疑義等申立ては、入札後、技術資料の審査やヒアリングが行われた後、落札候補者の技術資料の確認段階で行われます。この段階で申立てがあった場合、仮称総合評価審査委員会が設置され、学識経験者からの意見聴取が行われます。その結果により、場合によっては落札候補者が変更され、新たな落札候補者の技術資料の確認が再度必要となります。逆に、疑義等申立てが含まれない場合、そのまま落札候補者が決定されます。,paragraph,r06_06_guideline_itaku.pdf,10
public_052,神奈川県企業庁の工事系業務の委託先について、技術者の継続教育についてどのような国家資格で判断しているか。継続教育の実績証明として有効な国家資格を全て教えてください。,（公社）日本技術士会の技術士、（一社）建設コンサルタンツ協会のRCCM、（公社）土木学会の土木学会上級技術者または土木学会一級技術者、 （一社）全国土木施工管理技士会連合会の一級土木施工管理技士、建築ＣＰＤ運営会議の建築士が該当します。,table,r06_06_guideline_itaku.pdf,17
public_053,配置予定技術者の評価機関に、介護休業が重なった場合、休業期間は評価対象になりますか？評価対象になる場合、期間についても教えてください。,配置予定技術者の実績（同種業務実績、業務成績評定点実績）を評価する期間に、介護休業期間が重複している技術者に対して、休業期間分を、評価対象期間に加えて過去に遡り評価できることとする。要介護状態にある対象家族を介護するための介護休業を取得した場合、対象家族１人につき通算 93 日まで が対象期間となります。,table,r06_06_guideline_itaku.pdf,34
public_054,まちづくりの開発誘導の流れについて、まちづくり推進計画やまちづくりガイドラインを作成した後、事業者選定までの流れについて説明してください。,まちづくり推進計画やまちづくりガイドラインを作成した後、公募上必要な場合は地区別実施計画を策定します。その後、公募を行い、事業者選定を行います。,image,rinpukuGL_2022.pdf,9
public_055,台場地区の4つの区域のうち、主に居住エリアとして設定された区域はどこか、またその区域の特性や計画内容を詳しく説明せよ。,台場2区域が主に居住区域として設定されています。同区域は、住宅街区のほか、ウォーターフロントの魅力を生かした広域商業機能や居住機能及びリゾート型の宿泊機能を配置し、お台場海浜公園と一体的なうるおいのある複合市街地を形成することが特徴となっています。,paragraph,rinpukuGL_2022.pdf,13
public_056,副都心における供給処理施設について、設計上求められる条件を教えてください。,副都心における上・下水道、ごみ処理、電気・ガス等の供給処理施設は、安全で快適な都市環境の形成、省資源、省エネルギー等をめざして、高度な機能を備えるとともに、各施設は周囲の環境と調和するよう、その配置、デザイン等に配慮することが求められます。また、配管やケーブル等は、災害に強いライフラインを確立するために、原則として共同溝に収容します。,paragraph,rinpukuGL_2022.pdf,29
public_057,臨海副都心のまちづくりにおいて、高さ80mの建築物と高さ25mの建築物が隣り合って建設される場合、それぞれの建築物について必要な壁面線の後退距離を合計すると何メートルですか？,高さ80mの建築物は後退距離が8m以上、高さ25mの建築物は後退距離が6m以上必要です。したがって、合計後退距離は14m以上です。,image,rinpukuGL_2022.pdf,32
public_058,お台場海浜公園に隣接する『お台場シーサイドプロムナード』の設計に関して、主要施設部分の壁面線のセットバックにどのような工夫がされているか説明してください。また、このセットバックが歩行者動線に与える影響についても詳しく述べてください。,セットバックの工夫として、主要施設部分の壁面線を20m程度後退させることで、歩行者空間の広がりと一体感を持たせています。セットバックした敷地内にはウェストプロムナードや区画道路に整備される立体横断施設と直接結ぶ人工地盤や歩行者デッキ等が整備され、円滑で連続した歩行者動線が確保されます。これにより、シームレスな歩行者の流れが生まれ、にぎわいある空間が形成されます。,paragraph,rinpukuGL_2022.pdf,34
public_059,東京のまちづくりの「みどり率」とは何ですか？具体的に説明してください。,みどり率とは、「緑の東京計画」（平成12年12月）において提示されました。従来の「緑被率」に「河川等の水面の占める割合」と「公園内で樹林等の緑で覆われていない面積の割合」とを加えたもので、ある地域における公園、街路樹、樹林地、草地、農地、宅地内の緑（屋上緑化を含む）、河川、水路、湖沼などの面積が、その地域全体の面積に占める割合を指します。,paragraph,rinpukuGL_2022.pdf,36
public_060,東京都の都市計画に関する指針では、自動車交通による影響を低減するために具体的にどのような方策が考えられているか。,湾岸線などの交通量の多い広域幹線道路沿いやインターチェンジ周辺の街区は、壁面と道路との間に十分な幅の緩衝緑地帯を設けるなどして、騒音、排気ガス等の自動車交通の環境影響の低減を図ります。,image,rinpukuGL_2022.pdf,50
