question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx
What styles and heel heights are offered in the new Só Dança collection?,"The collection is offered in two different styles and each style comes with either a 2.5"" or 3"" heel.",fact,chunk_0,cc_news_3_dance shoes,cc_news,0
How does the centered heel design benefit dancers using these shoes?,"Because the heel is centered under the body, dancers can feel more confident and stable while wearing the shoes.",application,chunk_0,cc_news_3_dance shoes,cc_news,0
When did Rebecca Krohn join New York City Ballet as an apprentice?,She joined NYCB as an apprentice in the fall of 1998.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
In what year was Rebecca Krohn promoted to principal dancer at NYCB?,She became a principal dancer in 2012.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
Which piece will Krohn dance for her final NYCB performance and who is her partner for that piece?,For her final show she will dance Balanchine's Stravinsky Violin Concerto with Amar Ramasar.,fact,chunk_0,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,0
What new role will Rebecca Krohn assume at NYCB after her final performance?,She will return to the NYCB studios as a ballet master.,fact,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
At what ages did Krohn move to New York to train and then receive her apprenticeship?,She moved to New York at 14 to train at the School of American Ballet and got her apprenticeship at 17.,fact,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
Why does Krohn describe performing onstage with friends as particularly special?,Because sharing the stage with friends creates an amazing sense of trust and spontaneity that makes her feel deeply connected to them.,reason,chunk_1,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,1
How does Krohn contrast being friends with someone versus also sharing the stage with them?,"She says being friends is one thing, but sharing the stage brings a deeper connection marked by trust and spontaneity.",comparison,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
"How did Krohn's relationship with the corps de ballet change as she advanced to soloist and principal, and what did she want to do as a result?","As she advanced, the company felt younger and her relationship with the corps shifted so she wanted to be someone young dancers could look up to by reaching out, connecting, and offering support and advice.",application,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
Which ballets does Krohn name among her favorites?,"She cites Balanchine's Stravinsky Violin Concerto, Movements for Piano and Orchestra, Agon, Robbins' Dances at a Gathering, and generally loves Balanchine black-and-white ballets and some Robbins works.",fact,chunk_2,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,2
Who did the speaker speak to when they started formally considering staying with the company?,They spoke to Peter (Martins) to let him know what they had been thinking.,fact,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
Why was it a little nerve-wracking for the speaker to talk to Peter about staying?,Because they wanted to hear how he felt about their plans and were anxious about his response.,reason,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
What is the speaker most looking forward to in their new role?,They look forward to nurturing the dancers and their talents and carrying on the company's ballets with new dancers for the future.,application,chunk_3,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,3
Which ballet masters has the speaker connected to and felt close with?,They have connected to Karin von Aroldingen and Susan Hendl.,fact,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
What about Karin von Aroldingen inspires the speaker?,Her undying passion for the pieces is incredibly inspiring to the speaker.,reason,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
What parts of life outside ballet does the speaker plan to cultivate with more free time?,"They plan to visit museums, spend more time cooking, and host more dinner parties.",application,chunk_4,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,4
What quality does the speaker say ballet instills in young dancers?,They say ballet instills discipline in young dancers.,fact,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
Why does the speaker consider discipline taught in ballet class invaluable?,Because discipline is a valuable quality for a person whether they continue to dance or pursue other paths.,reason,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
How does the speaker advise young dancers to approach days when they don't feel good or their body isn't working well?,"They advise treating each day as a new start: be positive, start fresh, and move forward.",application,chunk_5,cc_news_4_Rebecca Krohn on Her Retiremen,cc_news,5
Who was announced as Nevada Ballet Theatre's new artistic director?,Roy Kaiser was announced as Nevada Ballet Theatre's new artistic director.,fact,chunk_0,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,0
Which artistic director did Roy Kaiser replace at Nevada Ballet Theatre?,He replaced James Canfield as Nevada Ballet Theatre's artistic director.,fact,chunk_0,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,0
Why was the dance world surprised in 2014 regarding Roy Kaiser?,The dance world was surprised because Roy Kaiser stepped down from his position as Pennsylvania Ballet's artistic director in 2014.,reason,chunk_0,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,0
How many new ballets and world premieres did Pennsylvania Ballet add under Kaiser's leadership?,Under Kaiser's leadership Pennsylvania Ballet added 90 new ballets and 35 world premieres.,fact,chunk_1,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,1
How many company dancers does Nevada Ballet Theatre have?,Nevada Ballet Theatre has 35 company dancers.,fact,chunk_1,cc_news_5_Roy Kaiser to Become Nevada Ba,cc_news,1
Which production will Kaiser begin with at NBT upon his arrival?,"He will begin with the company's 10th Anniversary Celebration of A Choreographer's Showcase, a collaboration with Cirque du Soleil.",fact,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
Which program will reference Kaiser's Balanchine roots and which works will it feature?,"The program titled Classic Americana will reference his Balanchine roots and will feature Serenade and Western Symphony, along with Paul Taylor's Company B.",fact,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
What uncertainties did New York City Ballet dancers express after Peter Martins' retirement?,"Dancers were uncertain about who would become the new director, who would oversee Balanchine ballets and casting, whether they would have input in the decision, and whether a new director might cause upheaval or job losses.",reason,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
How was Peter Martins' absence most noticeably felt at NYCB rehearsals?,His absence was most noticeable during dress rehearsals because he had often supervised final rehearsals and shared Balanchine-related insights before performances.,fact,chunk_0,cc_news_6_What It's Like Inside NYCB Aft,cc_news,0
"Who wrote the original 1816 tale ""Nutcracker and Mouse King""?","The original 1816 tale ""Nutcracker and Mouse King"" was written by German writer E. T. A. Hoffmann.",fact,chunk_0,cc_news_7_Nutcracker Secrets and Surpris,cc_news,0
"About 30 years after Hoffmann, what did Alexandre Dumas change about the Nutcracker story's protagonist and why?","Dumas lightened the story and changed the protagonist's name from ""Marie Stahlbaum"" (meaning ""steel tree,"" suggesting a repressive family) to ""Clara Silberhaus"" (""silver house,"" implying a magnificent, magically shiny home).",reason,chunk_0,cc_news_7_Nutcracker Secrets and Surpris,cc_news,0
Which choreographer and composer brought The Nutcracker to the Mariinsky Theatre stage in 1892?,Choreographer Marius Petipa and composer Pyotr Ilyich Tchaikovsky brought The Nutcracker to the Mariinsky Theatre in 1892.,fact,chunk_0,cc_news_7_Nutcracker Secrets and Surpris,cc_news,0
Who took over the choreography when Marius Petipa fell ill during The Nutcracker's preparation?,"When Petipa fell ill, his assistant Lev Ivanov took over the choreography duties.",fact,chunk_1,cc_news_7_Nutcracker Secrets and Surpris,cc_news,1
How did critics at the 1892 premiere compare The Nutcracker's story to historically based ballets?,Critics felt The Nutcracker's story was too light compared to historically based ballets and found the work uneven.,comparison,chunk_1,cc_news_7_Nutcracker Secrets and Surpris,cc_news,1
Why did The Nutcracker continue to survive despite its poor initial reception?,The ballet survived in part because of the success and lasting popularity of Tchaikovsky's score.,reason,chunk_1,cc_news_7_Nutcracker Secrets and Surpris,cc_news,1
When did The Nutcracker receive its first major exposure outside Russia and where?,The Nutcracker's first major exposure outside Russia occurred in London in 1934.,fact,chunk_2,cc_news_7_Nutcracker Secrets and Surpris,cc_news,2
How did Nikolas Sergeyev contribute to staging Petipa's ballets for the Vic-Wells Ballet despite challenges?,Sergeyev used Petipa's original notation—despite it being incomplete and difficult to read—and persisted until The Nutcracker reached the stage at Vic-Wells Ballet.,application,chunk_2,cc_news_7_Nutcracker Secrets and Surpris,cc_news,2
What role did the Ballet Russe de Monte Carlo and Willam Christensen play in popularizing The Nutcracker in the United States?,"Ballet Russe de Monte Carlo brought an abridged Nutcracker to the U.S. in 1940 and toured it nationwide, and in 1944 Willam Christensen choreographed the first full-length U.S. Nutcracker for San Francisco Ballet.",fact,chunk_2,cc_news_7_Nutcracker Secrets and Surpris,cc_news,2
Who later founded Ballet West and what tradition does the company continue each year?,"Christensen founded Ballet West, and the company continues to perform his version of The Nutcracker each year.",fact,chunk_3,cc_news_7_Nutcracker Secrets and Surpris,cc_news,3
"When did New York City Ballet first present Balanchine's Nutcracker, and when was it moved to December?","NYCB first presented Balanchine's Nutcracker in February 1954, and it was moved to December the following year (1955).",fact,chunk_3,cc_news_7_Nutcracker Secrets and Surpris,cc_news,3
Why do some historians credit George Balanchine with making The Nutcracker a Christmas staple?,Historians and critic Robert Greskovic say Balanchine was responsible for making the ballet a fixture of the Christmas season and of a company's repertory by popularizing and scheduling it as a holiday production.,reason,chunk_3,cc_news_7_Nutcracker Secrets and Surpris,cc_news,3
How have regional ballet companies adapted The Nutcracker to reflect local heritage?,"Many companies infuse the classic with regional elements—for example, Christopher Wheeldon's Nutcracker for the Joffrey Ballet is set at Chicago's 1893 world's fair, and The Washington Ballet includes characters like George Washington and King George III.",fact,chunk_4,cc_news_7_Nutcracker Secrets and Surpris,cc_news,4
How many tickets did San Francisco Ballet and Boston Ballet sell to The Nutcracker last year?,"San Francisco Ballet sold 87,926 tickets and Boston Ballet sold 92,907 tickets to the holiday ballet last year.",fact,chunk_4,cc_news_7_Nutcracker Secrets and Surpris,cc_news,4
Why is The Nutcracker considered financially important for ballet companies nationwide?,"The Nutcracker serves as the financial backbone for many companies, generating substantial box-office revenue that helps fund inventive and cutting-edge works the rest of the year.",reason,chunk_4,cc_news_7_Nutcracker Secrets and Surpris,cc_news,4
"In the original 1892 scenario, who welcomes Clara to the Land of Sweets and how?","In the original 1892 scenario, two sisters graciously welcome Clara to the Land of Sweets with warm hugs.",fact,chunk_5,cc_news_7_Nutcracker Secrets and Surpris,cc_news,5
Who choreographed the Candy Cane variation and what notable recording method did he use for choreography?,"The Candy Cane variation was choreographed by Alexandre Shiryaev, who notably notated his choreography in sequential drawings—an early form of hand-drawn animation that could be projected to show the dance in movement.",application,chunk_5,cc_news_7_Nutcracker Secrets and Surpris,cc_news,5
What instrument produces the ethereal twinkling sound in the Sugar Plum Fairy's solo and where did Tchaikovsky hear it?,"The celesta produces the ethereal twinkling sound, and Tchaikovsky heard this rare instrument in France.",fact,chunk_5,cc_news_7_Nutcracker Secrets and Surpris,cc_news,5
What was George Balanchine's budget for his 1954 premiere and how much did he reportedly spend on the Christmas tree?,"Balanchine was given a $40,000 budget for his 1954 premiere and reportedly spent $25,000 on the Christmas tree.",fact,chunk_6,cc_news_7_Nutcracker Secrets and Surpris,cc_news,6
Why did Balanchine say he could not do without the Christmas tree in the production?,"He insisted the tree was essential to the work, famously responding, ""[The ballet] is the tree,"" implying the tree was integral to the ballet itself.",reason,chunk_6,cc_news_7_Nutcracker Secrets and Surpris,cc_news,6
How large is the New York City Ballet's tree today?,Today the NYCB's tree weighs one ton and can reach a full height of 41 feet.,fact,chunk_6,cc_news_7_Nutcracker Secrets and Surpris,cc_news,6
"In Balanchine's grand pas de deux, what pose does the lead ballerina hold and how is she moved across the stage?","The lead ballerina holds an arabesque while gliding across the stage on pointe, pulled by her gallant prince.",fact,chunk_7,cc_news_7_Nutcracker Secrets and Surpris,cc_news,7
From whose choreography did Balanchine borrow the grand pas de deux slide?,Balanchine took the slide from Ivanov's original choreography.,fact,chunk_7,cc_news_7_Nutcracker Secrets and Surpris,cc_news,7
What was the Sugar Plum Fairy's prince originally called and what does that name mean?,"He was originally called ""Prince Coqueluche,"" which means ""whooping cough"" in French and likely referred to a lozenge candy.",fact,chunk_7,cc_news_7_Nutcracker Secrets and Surpris,cc_news,7
Which NYCB dancers are pictured in Karinska's Hot Chocolate costumes in the text?,Unity Phelan and Silas Farley are shown in Karinska's Hot Chocolate costumes.,fact,chunk_0,cc_news_8_Inside the Beijing Dance Acade,cc_news,0
How do teachers at the Beijing Dance Academy assist students during studio practice?,Teachers call out corrections from the front of the room while students work individually on their steps.,application,chunk_0,cc_news_8_Inside the Beijing Dance Acade,cc_news,0
What qualities and background distinguish Pei Yu Meng as described in the text?,"Pei Yu Meng is noted for a strong classical foundation, clean balletic lines, slithery coordination and laser-sharp focus; she entered BDA from Hebei at age 10 and is now a 20-year-old third-year student.",comparison,chunk_0,cc_news_8_Inside the Beijing Dance Acade,cc_news,0
"When and by whom was the Beijing Dance Academy (BDA) founded, and what is its approximate size?","BDA was founded in 1954 by the country's communist government; it is fully state-funded with about 3,000 students and 275 full-time teachers.",fact,chunk_1,cc_news_8_Inside the Beijing Dance Acade,cc_news,1
What departments does BDA have and which degrees does it offer?,"BDA has four departments—ballet, classical Chinese dance, social dance and musical theater—and offers degrees in performance, choreography and other dance-related fields.",fact,chunk_1,cc_news_8_Inside the Beijing Dance Acade,cc_news,1
How does BDA's historical Russian-style ballet training compare to the curriculum changes made since 2011?,"Historically BDA's ballet program emphasized pristine Russian-style technique, but since 2011 the school has broadened training to include Chinese dance traditions and works by Western contemporary ballet choreographers.",comparison,chunk_1,cc_news_8_Inside the Beijing Dance Acade,cc_news,1
What is the structure of BDA's ballet program and how competitive is admission?,"The ballet program includes a seven-year lower division and a four-year professional bachelor program, and admission—especially to the professional division—is extremely competitive.",fact,chunk_2,cc_news_8_Inside the Beijing Dance Acade,cc_news,2
What do applicants typically perform and do during the BDA ballet audition in Beijing?,"Hundreds of applicants ages 16 to 18 audition over two days in Beijing, presenting classical and contemporary variations, improvisational work, and taking an academic exam.",fact,chunk_2,cc_news_8_Inside the Beijing Dance Acade,cc_news,2
Why does BDA not host many international students despite admitting foreign applicants?,"Because the academic entrance exam assesses Chinese language proficiency and most classes are taught in Chinese, the school rarely hosts international students.",reason,chunk_2,cc_news_8_Inside the Beijing Dance Acade,cc_news,2
How is the Vaganova method applied in BDA students' daily training?,Students begin with an early 8 am technique class that follows the Vaganova method; classes are strict and focus on precise positions and technical control.,application,chunk_3,cc_news_8_Inside the Beijing Dance Acade,cc_news,3
What is the typical class size in upper levels and how do teachers provide corrections?,"Upper-level classes are kept small—around eight students—and teachers correct individual students (often the best ones at the front) using the terms ""not good"" (bù haˇo) and ""better"" (gèng haˇo), while rarely giving praise.",fact,chunk_3,cc_news_8_Inside the Beijing Dance Acade,cc_news,3
"How does classical Chinese dance complement ballet technique at BDA, and what example illustrates this?","Classical Chinese dance emphasizes circular upper-body movements and a unique coordination that complements ballet technique; for example, girls circle their heads as if in a reverse renversé during an attitude promenade.",application,chunk_3,cc_news_8_Inside the Beijing Dance Acade,cc_news,3
Where do BDA students live while attending the school?,Students live on campus in dormitories and consider BDA their home until graduation.,fact,chunk_4,cc_news_8_Inside the Beijing Dance Acade,cc_news,4
Why is Stage Time Performance considered the most important aspect of BDA students' professional development?,"Because annual productions give students performance experience and serve as opportunities for directors from surrounding Chinese companies to scout talent, since dancers rarely audition internationally.",reason,chunk_4,cc_news_8_Inside the Beijing Dance Acade,cc_news,4
Which Western choreographers' works have recent BDA performances included?,"Recent performances have included works by Paul Taylor, Jorma Elo, and Christopher Wheeldon.",fact,chunk_4,cc_news_8_Inside the Beijing Dance Acade,cc_news,4
How do students use multiple run-throughs of a piece during rehearsal?,"They run the piece twice to build stamina and, between run-throughs, practice difficult sections diligently to improve performance.",application,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
"According to Pei Yu, how does contemporary ballet compare to classical ballet?","Pei Yu says classical ballet has many rules, while contemporary ballet makes her feel excited and free and emphasizes whole-body handling of rhythm.",comparison,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
At what ages do BDA students typically enter professional life after graduation?,BDA students typically graduate and enter professional life between 20 and 22 years old.,fact,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
"Why does the school not actively focus on preparing students for competitions, according to Zou?","Zou explains that preparing competitors requires extensive individual attention, whereas performances benefit and encourage the entire student body.",reason,chunk_5,cc_news_8_Inside the Beijing Dance Acade,cc_news,5
"Besides company contracts, what types of positions do some BDA graduates accept?",Many graduates accept teaching and other dance-related posts at BDA and surrounding dance schools and institutions.,fact,chunk_6,cc_news_8_Inside the Beijing Dance Acade,cc_news,6
Name two BDA alumni who have joined American ballet companies.,San Francisco Ballet soloists Wei Wang and Wanting Zhao are two BDA alumni who joined American companies (also ABT members Zhiyao Zhang and Xuelan Lu).,fact,chunk_6,cc_news_8_Inside the Beijing Dance Acade,cc_news,6
"How did introducing works by Western choreographers affect BDA students over time, according to coach Sun Jie?","Introducing Western works initially made students struggle to move freely, but over time it broadened their abilities and opened their eyes to new possibilities.",reason,chunk_6,cc_news_8_Inside the Beijing Dance Acade,cc_news,6
What special component of ballet education does BDA offer?,BDA offers exposure to the Danish Bournonville style as a special component of its diverse ballet education.,fact,chunk_7,cc_news_8_Inside the Beijing Dance Acade,cc_news,7
When did Frank Andersen begin teaching at BDA and when was he awarded a professorship?,Frank Andersen began as a guest teacher at BDA in 2002 and was awarded a professorship in 2012.,fact,chunk_7,cc_news_8_Inside the Beijing Dance Acade,cc_news,7
Which Bournonville ballets have BDA students performed in?,"BDA students have performed in Napoli's Act III, La Ventana, Conservatory, and some danced in the National Ballet of China's 2015 production of La Sylphide.",fact,chunk_7,cc_news_8_Inside the Beijing Dance Acade,cc_news,7
Why does Andersen emphasize making the mime believable?,Andersen says making mime believable is most important because young dancers often have the urge to overact.,reason,chunk_8,cc_news_8_Inside the Beijing Dance Acade,cc_news,8
How does Andersen communicate when words aren't sufficient to describe what he wants?,When words aren't sufficient he shows the movement or gesture—using mime or signs—because showing can be more effective than telling.,application,chunk_8,cc_news_8_Inside the Beijing Dance Acade,cc_news,8
"What does Andersen describe as ""the beauty of Bournonville's work""?",He describes its honesty and the way showing can be more effective than telling as the beauty of Bournonville's work.,reason,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
What nickname do Isabella Boylston and James Whiteside use for each other?,"They call each other ""the Cindies.""",fact,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
What foods do Boylston and Whiteside mention as favorites during their Facebook Live?,"They mention a mutual love of food, particularly pasta and Japanese curry.",fact,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
How does Andersen's way of teaching Bournonville differ from simply holding occasional technique classes?,"Rather than relying only on occasional technique classes, Andersen mainly imparts Bournonville lessons through repertoire and Danish mime.",comparison,chunk_0,cc_news_9_Isabella Boylston and James Wh,cc_news,0-1
When will the Bolshoi premiere John Neumeier's Anna Karenina?,The Bolshoi will premiere Neumeier's Anna Karenina on March 23.,fact,chunk_0,cc_news_10_Ballet Performances This Week,cc_news,0
Why is Svetlana Zakharova described as especially fitting for the title role in Neumeier's Anna Karenina?,"Neumeier's initial inspiration for the ballet came from Zakharova while they were working together on his Lady of the Camellias, making her especially fitting for the title role.",reason,chunk_0,cc_news_10_Ballet Performances This Week,cc_news,0
How do the premiere schedules for Anna Karenina differ between the Bolshoi and the National Ballet of Canada?,"The Bolshoi will premiere the work on March 23, while the National Ballet of Canada will have its premiere in November.",comparison,chunk_0,cc_news_10_Ballet Performances This Week,cc_news,0
Which choreographers created new works for Richmond Ballet's New Works Festival?,"The festival features pieces by Francesca Harper, Tom Mattingly, Mariana Oliveira and Bradley Shelver.",fact,chunk_1,cc_news_10_Ballet Performances This Week,cc_news,1
What time constraint did each choreographer have at Richmond Ballet's New Works Festival?,Each choreographer had only 25 hours with the dancers to create a 10–15 minute ballet.,fact,chunk_1,cc_news_10_Ballet Performances This Week,cc_news,1
Which premieres are included in Ballet Arizona's spring program Today's Masters 2018?,The program includes a company premiere by Alejandro Cerrudo and world premieres by Nayon Iovino and artistic director Ib Andersen.,fact,chunk_1,cc_news_10_Ballet Performances This Week,cc_news,1
How does Ib Andersen's Pelvis reference 1950s culture in its design and choreography?,Andersen's Pelvis features 1950s dance moves and costumes and includes references to Elvis Presley.,application,chunk_2,cc_news_10_Ballet Performances This Week,cc_news,2
Which Jerome Robbins works will the San Francisco Ballet present in its tribute?,"San Francisco Ballet will present Fancy Free, Opus 19/The Dreamer, The Cage and Other Dances.",fact,chunk_2,cc_news_10_Ballet Performances This Week,cc_news,2
How will Reid Bartelme and Harriet Jung use dancers in their Guggenheim Works & Process presentation?,"They collaborated with choreographers to create short works featuring their costumes, with a number of dancers, including NYCB principal Russell Janzen, acting as moving models.",application,chunk_2,cc_news_10_Ballet Performances This Week,cc_news,2
When and where will the National Ballet of Canada's Frame by Frame run?,Frame by Frame will run June 1–10 in Toronto.,fact,chunk_0,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,0
Who collaborated to create Frame by Frame and what are their roles?,"The work was created by NBoC principal dancer and choreographic associate Guillaume Côté and film and stage director Robert Lepage, who is making his NBoC debut.",fact,chunk_0,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,0
Which film techniques is Norman McLaren commonly credited with advancing?,McLaren is commonly credited with advancing film techniques including animation and pixilation.,fact,chunk_0,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,0
Which Oscar did Norman McLaren win and for which film?,He won a 1952 Oscar for Best Documentary for his abstract short film Neighbours.,fact,chunk_1,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,1
Why did Guillaume Côté begin researching Norman McLaren's work?,"After Lepage showed him a McLaren documentary, Côté realized McLaren's films were fundamentally about movement and felt there was abundant material to adapt for dance.",reason,chunk_1,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,1
"How does McLaren's role as an animator compare to that of a choreographer, according to Côté?",Côté says McLaren functioned like a choreographer because he orchestrated movement in space and time through his animation.,comparison,chunk_1,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,1
How does Frame by Frame incorporate McLaren's films and technological innovations into the ballet?,The ballet combines vignettes of McLaren's life with movement quotes from his films and real-time recreations of his technological advances.,application,chunk_2,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,2
"Where did Norman McLaren meet Guy Glover, and what was Glover's connection to dance in Canada?",McLaren met Guy Glover in the audience at Covent Garden while watching a ballet; Glover was a curator of a dance festival in Canada and later McLaren's partner for about 50 years.,fact,chunk_2,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,2
Was Guillaume Côté familiar with McLaren's work before Lepage introduced him to it?,"No, Côté says he was not familiar with McLaren's work before Lepage showed him the documentary.",fact,chunk_2,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,2
Who provided behind-the-scenes footage of McLaren for the documentary research?,The National Film Board of Canada provided incredible behind-the-scenes footage of McLaren.,fact,chunk_3,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,3
How did the research change the creator's understanding of McLaren and affect the stage portrayal?,"The research revealed how wonderful a person McLaren was, which guided how his personal life is shared onstage.",reason,chunk_3,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,3
When did the first workshop for the project take place and how often were they held afterward?,"The first workshop was four years ago, and since then they held five-day workshops once a year.",fact,chunk_3,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,3
What role did Robert's Ex Machina multimedia team play during the workshops?,Robert's Ex Machina multimedia team created projections and props for the group to experiment with.,fact,chunk_4,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,4
How did the creators ensure technology complemented rather than overshadowed the dance?,"They presented the dance first and then added technology, so the tech supported the choreography rather than taking over.",reason,chunk_4,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,4
"How is the piece balanced in terms of narrative, technological interpretation, and direct film quotations?","Roughly one third are vignettes of McLaren's life, one third are technological/abstract dance interpretations, and the final third are direct quotes from his films brought to life.",fact,chunk_4,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,4
How are the complex effects from McLaren's Pas de deux recreated in the live production?,"Modern technology allows the production to duplicate the film's effects live, which originally took McLaren months to make.",application,chunk_4,"cc_news_11_Guillaume Côté on NBoC's ""Fram",cc_news,4
Who choreographed the Broadway revival of Carousel mentioned in the text?,"The revival was choreographed by Justin Peck, a New York City Ballet soloist and resident choreographer.",fact,chunk_0,"cc_news_12_Broadway's ""Carousel"" Stars So",cc_news,0
Which New York City Ballet principal is cast as the sailor Jigger Craigin in the revival?,NYCB principal Amar Ramasar is cast as the ne'er-do-well sailor Jigger Craigin.,fact,chunk_0,"cc_news_12_Broadway's ""Carousel"" Stars So",cc_news,0
In what way does the revival's casting reflect a blend of different performing-arts disciplines?,"The revival combines musical-theater and opera stars with choreography and principal dancers from the ballet world, merging those artistic traditions onstage.",comparison,chunk_0,"cc_news_12_Broadway's ""Carousel"" Stars So",cc_news,0
